dir,entry,stop_d,gross_r,net_r,t_entry,t_exit,n_swaps
long,92455.5,2502.3192624672747,2.0,1.944762854775088,1732032000,1732164300,9
long,92877.4,2479.633869229633,2.0,1.927522457557077,1732636800,1732891500,17
long,97106.6,1828.0722531682395,-1.0,-1.05311967283115,1733155200,1733160600,0
long,95744.7,2060.655418440489,2.0,1.9330929534524786,1733241600,1733365800,8
long,103084.7,2685.576751136025,-1.0,-1.04471802023502,1733371200,1733424300,3
long,97349.1,2737.5536858810797,-1.0,-1.0433839535686678,1733788800,1733848200,4
long,95862.9,2840.6769462535035,2.0,1.9551171571381416,1733860800,1733949000,6
long,104460.5,2008.1921757810114,-1.0,-1.100653249194833,1734307200,1734552000,17
short,92715.1,3403.796591858959,-1.0,-1.0272387310751034,1734696000,1734705000,0
long,96961.4,3726.6396924404607,-1.0,-1.0503457067181972,1734710400,1734966900,17
long,98243.5,2981.9478700234804,-1.0,-1.051066427596134,1735056000,1735207200,10
short,95662.6,2585.407403277802,-1.0,-1.1367186102089224,1735214400,1735920900,49
long,102104.5,1687.2800230100743,-1.0,-1.0771556799847342,1736179200,1736260200,5
short,96433.3,2023.6344569298094,2.0,1.9261370478802908,1736280000,1736429400,10
short,93704.0,2502.0590835945386,-1.0,-1.0827661670173248,1736524800,1736846100,22
long,96508.3,2374.514536894613,2.0,1.925825828916449,1736856000,1737077400,15
long,101873.8,2998.1559538622423,2.0,1.9660211804963763,1737345600,1737355500,0
long,107178.8,3692.626957157796,-1.0,-1.0322178409517895,1737360000,1737392400,2
long,105235.2,3381.8946331494685,-1.0,-1.0653461872625507,1737648000,1737938700,20
short,98996.3,2467.0429027911778,-1.0,-1.0423345278599885,1737964800,1737982800,1
long,101070.8,2641.941584549536,2.0,1.9259741399492956,1737993600,1738249200,17
short,98232.0,2192.945855560918,2.0,1.9527417607064028,1738526400,1738546200,1
short,94001.6,2855.1168346418103,-1.0,-1.0365455363276195,1738555200,1738594800,2
short,96963.2,1668.2421400479202,-1.0,-1.1156647247829727,1739289600,1739555100,18
short,95605.5,1279.6442288701387,-1.0,-1.1322412364172614,1739808000,1740013200,14
short,98057.6,1537.6907025196565,2.0,1.9327232922521507,1740153600,1740170700,1
short,94295.9,1416.920347906176,2.0,1.9297898610553461,1740412800,1740440700,1
short,91514.5,1726.203769368082,2.0,1.9411534739973448,1740441600,1740477600,2
short,89186.9,2285.662128754255,2.0,1.9459570795936827,1740484800,1740594600,7
short,83832.0,2848.084547456323,-1.0,-1.0326723165866363,1740600000,1740637800,2
short,80429.2,3295.533064977959,-1.0,-1.0270901278305327,1740715200,1740755700,2
short,90009.5,3453.7350709863827,2.0,1.9710717403198312,1741017600,1741052700,2
short,83928.9,3932.5303392700744,-1.0,-1.0248636781065874,1741060800,1741114800,3
short,86958.4,4083.7400487621007,-1.0,-1.0236361332620227,1741320000,1741358700,2
short,88425.0,3940.084889624757,2.0,1.9615112670797195,1741363200,1741560300,13
short,80009.7,3250.6642826057587,-1.0,-1.0327357400668575,1741622400,1741718700,6
short,81688.0,3196.493598627582,-1.0,-1.0410165814367005,1741795200,1741965300,11
short,81567.5,1871.6590749310637,-1.0,-1.053167989476751,1742313600,1742373000,4
long,88283.7,1370.2458360380865,-1.0,-1.0715162961438667,1742832000,1742866200,2
long,87723.0,1483.8230344673525,-1.0,-1.0786290462473387,1742918400,1743014700,6
short,84011.0,1561.1175365705499,-1.0,-1.1278098031223949,1743177600,1743550200,25
long,86709.5,1798.844758521311,-1.0,-1.0508540395532504,1743609600,1743627600,1
short,82485.1,2326.0625723984776,2.0,1.9196802555026047,1743638400,1743979500,23
short,78390.1,2104.2738727744986,-1.0,-1.0433995154725693,1743984000,1744035300,3
long,87166.6,1198.9980064918898,2.0,1.8953126666429958,1745208000,1745326800,8
long,90881.1,1612.4653787634857,2.0,1.9405385307723475,1745337600,1745358300,1
long,93404.9,1839.0275459746388,2.0,1.8067426204257078,1745366400,1746111600,51
long,96793.9,1619.2488557130619,-1.0,-1.115668568076598,1746115200,1746366300,17
long,94513.2,1343.3409665542877,2.0,1.921903928628711,1746547200,1746576900,2
long,99098.0,1652.969394367401,2.0,1.9268591660487042,1746676800,1746737100,4
long,104426.3,1910.6758325357016,-1.0,-1.0576600931586553,1747036800,1747060200,1
long,105484.2,1397.3077728257113,-1.0,-1.0754910278547183,1747584000,1747591200,0
long,106407.5,1789.3049163650269,-1.0,-1.0594686232775612,1747612800,1747620000,0
long,104740.5,2162.925655099478,2.0,1.9222772626957128,1747670400,1747839600,11
long,108936.6,2181.886392124699,-1.0,-1.0499277141070202,1747843200,1747848600,0
long,110091.3,2013.5836548519242,-1.0,-1.0697097471772645,1748361600,1748439900,5
long,104396.9,1653.895069423348,-1.0,-1.1256124616614491,1748880000,1749146400,18
short,101873.0,1706.8754336876602,-1.0,-1.0695317553101051,1749153600,1749201300,3
long,105035.4,1833.1032216862618,2.0,1.8859745356795985,1749225600,1749496500,18
long,110228.0,1576.4932952273011,-1.0,-1.081456496128951,1749513600,1749564900,3
long,109694.9,1525.7697626916952,-1.0,-1.0758490057476546,1749657600,1749680100,1
short,104233.9,1874.2057340632105,-1.0,-1.0678502662161373,1749787200,1749858300,4
long,107553.3,1774.8303055577683,-1.0,-1.0639321579897976,1750132800,1750156200,1
short,104199.2,1854.8310063084623,-1.0,-1.1056131234240443,1750176000,1750406400,16
short,104168.5,1699.0127902976046,2.0,1.901595536269792,1750435200,1750599000,11
short,98849.7,1941.5558968358564,-1.0,-1.0537128154126054,1750608000,1750631400,1
long,105291.0,2537.005979059323,2.0,1.8283889401153754,1750723200,1751550300,57
long,109019.9,1171.8675259406737,2.0,1.906969091994858,1752076800,1752089400,0
long,111718.8,1416.1162740877694,2.0,1.8950749972167957,1752091200,1752182100,6
long,115979.2,1876.5193650153517,2.0,1.877007073679673,1752192000,1752459300,18
long,120733.2,1763.8592565196236,-1.0,-1.0872716059578007,1752465600,1752542100,5
long,118304.2,1875.5068581923867,-1.0,-1.07001715905564,1753113600,1753146900,2
long,115305.3,1883.252921827604,-1.0,-1.0612266672540733,1754064000,1754075700,0
short,112871.7,1615.5544511649287,-1.0,-1.0890786549448888,1754409600,1754491500,5
long,115366.2,1627.4860258152596,2.0,1.8472403713110463,1754496000,1754798400,21
long,121700.1,1696.3783365690228,-1.0,-1.079632655102881,1754884800,1754914500,2
long,119888.0,1772.6618851528228,2.0,1.906330202397461,1755014400,1755124200,7
short,115264.8,1544.1070088050637,-1.0,-1.0910707970355136,1755489600,1755554400,4
short,113730.1,1746.3109164480773,-1.0,-1.1260186496157332,1755619200,1755872100,17
long,116319.4,2060.2063544199855,-1.0,-1.093723720240811,1755878400,1756053900,12
short,112556.4,1816.157810811805,2.0,1.914164609995913,1756065600,1756169100,7
short,108334.4,2120.9065659857033,-1.0,-1.1072665074683603,1756483200,1756782900,20
short,110674.1,2009.6559066846528,-1.0,-1.10656271194868,1757088000,1757341800,17
long,112950.2,1357.8468879254508,-1.0,-1.0877583931293306,1757404800,1757428200,1
short,110830.1,1482.9442554051093,-1.0,-1.0870680512968627,1757433600,1757490300,3
long,113801.3,1514.0532174077757,2.0,1.7760132404192344,1757520000,1758043800,36
long,116757.1,1281.3845276741295,-1.0,-1.111163869177157,1758052800,1758119400,4
short,112454.5,1229.5511184556235,-1.0,-1.1568535578595878,1758528000,1758725100,13
short,109320.5,1695.841578156209,-1.0,-1.1282830883510517,1758830400,1759096800,18
long,113752.0,1300.5868031692253,2.0,1.8644338082084486,1759161600,1759308300,10
long,116736.8,1474.1323375929683,2.0,1.8946770652535065,1759320000,1759412700,6
long,122609.3,1873.9299668564563,-1.0,-1.1481966078838381,1759521600,1759853700,23
short,116605.2,2565.486039367944,2.0,1.9545484956025223,1760126400,1760130000,0
short,112715.0,4056.7513222702346,2.0,1.914145748079749,1760140800,1760688900,38
short,108019.9,2139.062780129897,-1.0,-1.053276133621978,1761033600,1761056100,1
short,111720.7,2701.33160639409,-1.0,-1.1095977459039912,1761076800,1761516000,30
long,115522.4,1779.9752934983617,-1.0,-1.0791793731715242,1761552000,1761612300,4
long,114571.7,1704.347279776317,-1.0,-1.0709204895823015,1761667200,1761681600,1
short,110605.9,2057.023357613632,2.0,1.9314434024397267,1761768000,1761852600,5
short,105718.8,2030.3277589679196,-1.0,-1.0520698195318672,1762185600,1762190100,0
short,104442.9,2329.260220321811,2.0,1.9477619643187873,1762243200,1762287300,3
short,103417.2,2169.3297065211914,2.0,1.9208637804184687,1762876800,1763057700,12
short,98643.1,2548.9938946046104,2.0,1.922989313777682,1763064000,1763328600,18
short,93915.8,2293.115871086313,2.0,1.952286795281667,1763395200,1763441100,3
short,86880.2,2807.550216565118,2.0,1.9656508291709256,1763668800,1763710200,2
short,84006.7,3199.4873271842434,-1.0,-1.0450295549777322,1763712000,1763912700,13
short,86319.1,1816.5515854023386,-1.0,-1.0684260799411702,1764561600,1764684000,8
short,89590.5,2180.3389562928064,-1.0,-1.0727296022218595,1764964800,1765179000,14
short,89912.7,2048.7377056211044,-1.0,-1.0559557683667689,1765209600,1765294200,5
short,86996.5,1748.3691174779856,-1.0,-1.0798626451955493,1765814400,1765982700,11
short,85982.7,2142.821088286243,-1.0,-1.0489536408678406,1766001600,1766064600,4
short,84447.0,2303.641426301679,-1.0,-1.0386742415650294,1766088000,1766114100,1
short,89688.6,1576.2960499749806,2.0,1.9274546396269818,1766419200,1766501100,5
short,87405.2,1679.2989058201815,-1.0,-1.0921260672914213,1766505600,1766715300,14
short,87100.0,1667.2338135902485,-1.0,-1.0924687339851957,1766764800,1766973600,14
long,90091.5,1142.1993717483774,-1.0,-1.0832136095071663,1766980800,1767000600,1
short,87529.1,1320.2777746197726,-1.0,-1.0881736443935262,1767009600,1767105900,6
short,88189.8,1350.7031869204786,-1.0,-1.1191574777926956,1767124800,1767348000,15
short,89373.0,1202.24313164661,-1.0,-1.0743385407222859,1767369600,1767371400,0
long,89865.0,1309.2150508147104,2.0,1.8822817726514114,1767384000,1767574800,13
long,92835.3,1199.2851111880686,-1.0,-1.1157262540869113,1767585600,1767721500,9
long,91766.2,1174.9432804708492,-1.0,-1.0823983102922234,1768190400,1768206600,1
long,91618.6,1318.6274552457946,2.0,1.9037698172480815,1768233600,1768334400,7
long,95375.2,1657.135878902158,-1.0,-1.1493532589276665,1768348800,1768779900,29
short,91136.1,1284.8678440703143,2.0,1.917366165718916,1768896000,1768948200,3
short,86459.4,1309.91616589806,-1.0,-1.0696339730546531,1769371200,1769390100,1
short,87609.4,1432.5218187265523,-1.0,-1.0847030861337001,1769443200,1769544900,7
short,84897.9,1846.5057564423473,2.0,1.948964865843925,1769702400,1769736600,2
short,82640.9,2174.0911614081033,2.0,1.94317250918771,1769745600,1769878800,9
short,77707.9,2683.4805568725337,2.0,1.934410408508743,1769889600,1770226200,23
short,73895.2,2720.780937209257,2.0,1.9668653426789773,1770235200,1770303600,4
short,67452.0,3046.20784321495,2.0,1.9754213356889723,1770307200,1770336000,2
short,66489.4,2485.776952072655,-1.0,-1.0429304354564153,1770825600,1770996600,11
short,67505.5,1796.9918467641824,2.0,1.8735909637492032,1771257600,1771876800,43
short,63787.4,1880.3617850660266,-1.0,-1.0376544633922742,1772265600,1772303400,2
long,73339.7,2585.530694748594,-1.0,-1.03772602707758,1772640000,1772726400,6
long,71296.9,1976.608648890695,-1.0,-1.0440057864002648,1773158400,1773229500,4
short,69372.8,1742.1052812491018,-1.0,-1.0485819180453413,1773936000,1773993600,4
short,69837.6,1771.6493353280157,-1.0,-1.0480918375329762,1774368000,1774437300,4
short,66663.3,1730.6187510410532,-1.0,-1.0914848157081156,1774612800,1774976400,25
long,69092.3,1100.1182769124118,-1.0,-1.0904383774799529,1775448000,1775570400,8
short,68138.5,1290.9909438417258,-1.0,-1.0556828983525488,1775577600,1775592000,1
long,71890.2,1618.1613240267955,2.0,1.8602767995731333,1775606400,1776173400,39
long,75268.1,1477.4381494997683,-1.0,-1.0509450091196604,1776182400,1776192300,0
long,74659.5,1481.580215435183,2.0,1.9357504497506808,1776355200,1776435300,5
long,77736.2,1636.5783237751266,-1.0,-1.0579490529858877,1776441600,1776509100,4
long,79234.3,1588.17358067586,-1.0,-1.0553781236951267,1776873600,1776903300,2
long,79065.1,1121.8987503049698,-1.0,-1.0704743631976659,1777262400,1777266900,0
long,78395.4,1215.2755500918302,2.0,1.8645325004789572,1777651200,1777949100,20
long,81488.7,1336.7101689399656,-1.0,-1.0978442197411562,1777996800,1778164200,11
long,82177.7,1084.0264280578917,-1.0,-1.0758078381421263,1778457600,1778466600,0
long,81403.4,1177.9083913411464,-1.0,-1.0881132486727827,1778515200,1778598900,5
long,81245.6,1366.620731059807,-1.0,-1.0757987477035182,1778774400,1778851800,5
short,76393.6,1230.7475642719514,-1.0,-1.0962098836815861,1779120000,1779272100,10
short,76756.5,1057.6474076255959,2.0,1.9154526150631337,1779465600,1779522300,3
short,76478.2,1219.3702014916764,2.0,1.9096840255196676,1779811200,1779938100,8
short,73224.4,1303.5363040122686,2.0,1.854229362530887,1779940800,1780364700,29
short,70920.8,1239.0986820226515,2.0,1.936468265891868,1780372800,1780408800,2
short,67274.0,1469.3691889226548,2.0,1.9365887819736334,1780416000,1780528500,7
short,60267.4,2397.241498958505,-1.0,-1.0375847669244607,1780689600,1780821900,9
short,61100.6,1829.8679150510277,-1.0,-1.0499191205270424,1781020800,1781158500,9
short,65841.8,1228.7787836875568,2.0,1.9139990937320168,1781625600,1781795700,11
short,62337.8,1458.0791064208206,-1.0,-1.0639162927372081,1781798400,1781931600,9
