sig,e_bar,x_bar,dir,variant,entry,stop_d,gross_r,cost_r,net_r,n_swaps,t_entry,t_exit
30008,30009,30010,long,A,63927.4,384.97819153678574,-1.0,0.16605460102768332,-1.1660546010276833,0,1637013600,1637014500
30044,30045,30057,long,A,60864.39,1007.2640061445854,-1.0,0.06374885934401475,-1.0637488593440148,1,1637046000,1637056800
30265,30266,30270,long,A,59016.77,464.1678917372046,-1.0,0.12714530895086815,-1.127145308950868,0,1637244900,1637248500
30498,30499,30512,short,A,59570.36,434.36392586675356,2.0,0.1371438935246062,1.8628561064753937,0,1637454600,1637466300
30606,30607,30607,long,A,57611.95,435.9276931384811,-1.0,0.13215941750619276,-1.1321594175061929,0,1637551800,1637551800
30744,30745,30748,short,A,56821.8,495.63449708907865,-1.0,0.11464456234124401,-1.114644562341244,0,1637676000,1637678700
31055,31056,31071,long,A,54322.1,675.1134361359218,-1.0,0.08488916444622754,-1.0848891644462275,1,1637955900,1637969400
31872,31873,31903,short,A,49267.19,564.9811819436436,2.0,0.09199755161966554,1.9080024483803344,1,1638691200,1638718200
31969,31970,31975,long,A,48458.3,937.9336881701092,-1.0,0.05166495308910508,-1.0516649530891051,0,1638778500,1638783000
31983,31984,32038,long,A,48318.19,1453.1689463913135,2.0,0.04056527078037784,1.9594347292196221,4,1638791100,1638839700
32063,32064,32069,short,A,50872.26,488.59388026289525,-1.0,0.1098463089040778,-1.1098463089040778,1,1638863100,1638867600
32100,32101,32171,short,A,51332.71,785.760762257727,2.0,0.07970098433021386,1.9202990156697861,4,1638896400,1638959400
32290,32291,32298,long,A,48539.67,665.3889193533396,-1.0,0.07294932119875612,-1.0729493211987562,0,1639067400,1639073700
32309,32310,32369,long,A,47752.58,695.8491529535313,2.0,0.08372238056585013,1.9162776194341498,4,1639084500,1639137600
32393,32394,32416,long,A,48014.1,1010.3061763991209,-1.0,0.05013814295438774,-1.0501381429543877,1,1639160100,1639179900
32517,32518,32568,short,A,49346.37,490.87384410852974,-1.0,0.11711465530294089,-1.117114655302941,3,1639271700,1639316700
32571,32572,32581,short,A,49737.67,370.85564421065646,-1.0,0.1414923641291373,-1.1414923641291372,1,1639320300,1639328400
32735,32736,32789,long,A,46784.68,588.8202357144764,2.0,0.09693503405286709,1.9030649659471328,4,1639467900,1639515600
33322,33323,33333,long,A,45925.01,331.89337919097306,-1.0,0.14598328435506733,-1.1459832843550672,1,1639996200,1640005200
33413,33414,33426,short,A,48536.0,596.4945612197916,-1.0,0.08584400148643133,-1.0858440014864312,1,1640078100,1640088900
33472,33473,33483,short,A,48875.88,595.8908575453097,-1.0,0.08202153025360626,-1.0820215302536063,0,1640131200,1640140200
33512,33513,33639,short,A,48924.99,675.5920114907203,-1.0,0.1042818511790051,-1.1042818511790051,8,1640167200,1640280600
33706,33707,33710,short,A,51101.07,320.1935221649619,-1.0,0.15959432800040538,-1.1595943280004053,0,1640341800,1640344500
33712,33713,33740,short,A,50976.0,421.33346118964255,-1.0,0.1276416068359539,-1.1276416068359538,1,1640347200,1640371500
34015,34016,34022,short,A,51430.87,345.8978112941186,-1.0,0.15686588951516328,-1.1568658895151633,1,1640619900,1640625300
34185,34186,34193,long,A,47913.35,571.907351601978,-1.0,0.08838596690251947,-1.0883859669025195,1,1640772900,1640779200
34343,34344,34371,long,A,47146.88,475.18132305395557,2.0,0.1101327730300076,1.8898672269699923,2,1640915100,1640939400
34502,34503,34503,short,A,47306.6,348.9863012767091,-1.0,0.13555431782547497,-1.135554317825475,0,1641058200,1641058200
35429,35430,35458,short,A,41891.08,561.9068288830022,-1.0,0.08275232905148026,-1.0827523290514802,2,1641892500,1641917700
35719,35720,35724,long,A,42572.31,283.8723390209052,-1.0,0.1499699130490655,-1.1499699130490655,0,1642153500,1642157100
35763,35764,35768,short,A,43074.1,276.9867600888756,-1.0,0.1555095990370767,-1.1555095990370767,0,1642193100,1642196700
35930,35931,35989,long,A,43216.21,761.1903414452026,-1.0,0.06926490436005556,-1.0692649043600555,4,1642343400,1642395600
35943,35944,35989,short,A,43163.0,390.3903910156441,2.0,0.12880669237062478,1.8711933076293752,3,1642355100,1642395600
36364,36365,36365,long,A,39818.47,455.3874795252923,-1.0,0.08743865782499732,-1.0874386578249973,0,1642734000,1642734000
36437,36438,36440,long,A,38223.54,931.4736703208328,-1.0,0.04103555604189483,-1.041035556041895,0,1642799700,1642801500
36603,36604,36637,short,A,35424.8,705.4881255791552,-1.0,0.05573662627945701,-1.055736626279457,2,1642949100,1642978800
36791,36792,36794,short,A,36404.16,469.0263261240325,-1.0,0.07761645343202557,-1.0776164534320256,0,1643118300,1643120100
36798,36799,36805,short,A,36633.91,432.84123640040343,-1.0,0.08929088035005896,-1.089290880350059,1,1643124600,1643130000
36874,36875,36876,short,A,37695.4,289.5033912919025,-1.0,0.1302071102925085,-1.1302071102925084,0,1643193000,1643193900
37020,37021,37445,long,A,36683.89,1066.8567252114954,2.0,0.08544677508774988,1.91455322491225,27,1643324400,1643706000
37067,37068,37074,long,A,36610.86,356.03370355046354,-1.0,0.1084853959465819,-1.108485395946582,1,1643366700,1643372100
37411,37412,37445,short,A,38292.72,357.7938646107359,-1.0,0.11879722768931071,-1.1187972276893108,2,1643676300,1643706000
37596,37597,37641,long,A,36992.97,537.4516785300584,-1.0,0.08018732059386377,-1.0801873205938637,3,1643842800,1643882400
37647,37648,37721,long,A,36687.63,505.04509245387453,2.0,0.09261891452647288,1.9073810854735271,5,1643888700,1643954400
38007,38008,38043,short,A,42710.0,333.0170667551356,-1.0,0.14235937053297856,-1.1423593705329786,2,1644212700,1644244200
38060,38061,38104,short,A,44052.88,457.2919555329354,-1.0,0.11222940744756592,-1.1122294074475658,3,1644260400,1644299100
38406,38407,38443,long,A,43427.9,676.9462359834215,-1.0,0.07120944978735438,-1.0712094497873543,2,1644571800,1644604200
38464,38465,38491,long,A,42365.99,531.4231563124995,-1.0,0.08410645813807326,-1.0841064581380733,1,1644624000,1644647400
38626,38627,38715,short,A,42286.73,556.1184748767773,-1.0,0.09694981049127423,-1.0969498104912743,5,1644769800,1644849000
38899,38900,38908,short,A,44004.9,280.36519891743956,2.0,0.1569556427470812,1.8430443572529187,0,1645015500,1645022700
39043,39044,39087,long,A,40506.1,346.439193543054,-1.0,0.12978257609993063,-1.1297825760999307,2,1645145100,1645183800
39102,39103,39256,long,A,40261.2,853.9442849745392,-1.0,0.07307837419611121,-1.0730783741961112,10,1645198200,1645335900
39724,39725,39733,short,A,38779.8,251.07082331296988,2.0,0.16295278145083664,1.8370472185491633,1,1645758000,1645765200
