signal_bar,wt_conf_bar,mfi_conf_bar,direction,dt
159851,159851,159844,bear,2025-07-30 11:15:00
159995,159995,159987,bull,2025-07-31 23:15:00
160270,160270,160260,bear,2025-08-03 20:00:00
160517,160511,160517,bear,2025-08-06 09:45:00
160528,160528,160517,bear,2025-08-06 12:30:00
160668,160668,160667,bear,2025-08-07 23:30:00
160987,160987,160987,bear,2025-08-11 07:15:00
161225,161225,161224,bear,2025-08-13 18:45:00
161249,161244,161249,bear,2025-08-14 00:45:00
161406,161406,161406,bull,2025-08-15 16:00:00
161575,161575,161575,bear,2025-08-17 10:15:00
161660,161660,161651,bull,2025-08-18 07:30:00
161660,161660,161654,bull,2025-08-18 07:30:00
161669,161660,161669,bull,2025-08-18 09:45:00
161745,161745,161745,bull,2025-08-19 04:45:00
161808,161797,161808,bull,2025-08-19 20:30:00
161808,161804,161808,bull,2025-08-19 20:30:00
161946,161946,161935,bull,2025-08-21 07:00:00
161990,161990,161983,bull,2025-08-21 18:00:00
161998,161990,161998,bull,2025-08-21 20:00:00
162000,162000,161998,bull,2025-08-21 20:30:00
162078,162078,162074,bear,2025-08-22 16:00:00
162080,162078,162080,bear,2025-08-22 16:30:00
162089,162089,162080,bear,2025-08-22 18:45:00
162097,162089,162097,bear,2025-08-22 20:45:00
162288,162277,162288,bull,2025-08-24 20:30:00
162345,162337,162345,bull,2025-08-25 10:45:00
162350,162350,162345,bull,2025-08-25 12:00:00
162350,162350,162350,bull,2025-08-25 12:00:00
162359,162350,162359,bull,2025-08-25 14:15:00
162467,162461,162467,bear,2025-08-26 17:15:00
162700,162700,162695,bull,2025-08-29 03:30:00
162756,162750,162756,bull,2025-08-29 17:30:00
162764,162764,162756,bull,2025-08-29 19:30:00
162934,162934,162932,bull,2025-08-31 14:00:00
162978,162978,162977,bull,2025-09-01 01:00:00
162996,162989,162996,bull,2025-09-01 05:30:00
162996,162996,162996,bull,2025-09-01 05:30:00
163087,163087,163084,bear,2025-09-02 04:15:00
163230,163230,163222,bear,2025-09-03 16:00:00
163236,163230,163236,bear,2025-09-03 17:30:00
163240,163240,163236,bear,2025-09-03 18:30:00
163414,163414,163412,bear,2025-09-05 14:00:00
163616,163616,163613,bear,2025-09-07 16:30:00
163647,163647,163636,bear,2025-09-08 00:15:00
163702,163702,163700,bear,2025-09-08 14:00:00
163943,163943,163936,bear,2025-09-11 02:15:00
163964,163964,163959,bear,2025-09-11 07:30:00
163994,163986,163994,bear,2025-09-11 15:00:00
164226,164226,164225,bear,2025-09-14 01:00:00
164233,164226,164233,bear,2025-09-14 02:45:00
164234,164234,164225,bear,2025-09-14 03:00:00
164234,164234,164233,bear,2025-09-14 03:00:00
164376,164376,164371,bull,2025-09-15 14:30:00
164487,164487,164487,bear,2025-09-16 18:15:00
164495,164487,164495,bear,2025-09-16 20:15:00
164499,164499,164495,bear,2025-09-16 21:15:00
164505,164499,164505,bear,2025-09-16 22:45:00
164579,164579,164578,bull,2025-09-17 17:15:00
164588,164588,164578,bull,2025-09-17 19:30:00
164755,164751,164755,bull,2025-09-19 13:15:00
164757,164757,164755,bull,2025-09-19 13:45:00
164984,164982,164984,bull,2025-09-21 22:30:00
164988,164982,164988,bull,2025-09-21 23:30:00
165201,165201,165200,bull,2025-09-24 04:45:00
165332,165332,165332,bull,2025-09-25 13:30:00
165366,165363,165366,bull,2025-09-25 22:00:00
165571,165571,165569,bear,2025-09-28 01:15:00
165621,165615,165621,bull,2025-09-28 13:45:00
165715,165715,165713,bear,2025-09-29 13:15:00
165726,165715,165726,bear,2025-09-29 16:00:00
165760,165760,165760,bear,2025-09-30 00:30:00
165766,165766,165760,bear,2025-09-30 02:00:00
165879,165879,165877,bear,2025-10-01 06:15:00
165905,165905,165905,bear,2025-10-01 12:45:00
166018,166018,166007,bear,2025-10-02 17:00:00
166018,166018,166017,bear,2025-10-02 17:00:00
166399,166399,166399,bear,2025-10-06 16:15:00
166497,166497,166489,bull,2025-10-07 16:45:00
166507,166497,166507,bull,2025-10-07 19:15:00
166507,166507,166507,bull,2025-10-07 19:15:00
166691,166688,166691,bull,2025-10-09 17:15:00
166849,166849,166846,bull,2025-10-11 08:45:00
167264,167264,167263,bull,2025-10-15 16:30:00
167709,167699,167709,bear,2025-10-20 07:45:00
167989,167989,167986,bear,2025-10-23 05:45:00
168041,168041,168039,bear,2025-10-23 18:45:00
168076,168076,168076,bear,2025-10-24 03:30:00
168091,168091,168091,bear,2025-10-24 07:15:00
168360,168360,168352,bear,2025-10-27 02:30:00
168464,168464,168459,bull,2025-10-28 04:30:00
168626,168620,168626,bull,2025-10-29 21:00:00
168626,168624,168626,bull,2025-10-29 21:00:00
168703,168703,168703,bull,2025-10-30 16:15:00
168720,168720,168719,bull,2025-10-30 20:30:00
168789,168786,168789,bear,2025-10-31 13:45:00
168792,168786,168792,bear,2025-10-31 14:30:00
168798,168798,168789,bear,2025-10-31 16:00:00
168798,168798,168792,bear,2025-10-31 16:00:00
168978,168978,168976,bear,2025-11-02 13:00:00
169019,169019,169009,bull,2025-11-02 23:15:00
169067,169059,169067,bull,2025-11-03 11:15:00
169162,169158,169162,bull,2025-11-04 11:00:00
169206,169202,169206,bull,2025-11-04 22:00:00
169364,169364,169363,bull,2025-11-06 13:30:00
169375,169364,169375,bull,2025-11-06 16:15:00
169534,169534,169529,bull,2025-11-08 08:00:00
169827,169824,169827,bull,2025-11-11 09:15:00
169876,169876,169875,bull,2025-11-11 21:30:00
169880,169880,169875,bull,2025-11-11 22:30:00
169966,169966,169957,bull,2025-11-12 20:00:00
169976,169966,169976,bull,2025-11-12 22:30:00
170102,170102,170095,bull,2025-11-14 06:00:00
170280,170280,170274,bull,2025-11-16 02:30:00
170364,170361,170364,bull,2025-11-16 23:30:00
170434,170434,170425,bull,2025-11-17 17:00:00
170450,170442,170450,bull,2025-11-17 21:00:00
170486,170483,170486,bull,2025-11-18 06:00:00
170667,170663,170667,bear,2025-11-20 03:15:00
170678,170678,170667,bear,2025-11-20 06:00:00
170678,170678,170677,bear,2025-11-20 06:00:00
171026,171026,171018,bear,2025-11-23 21:00:00
171197,171197,171190,bull,2025-11-25 15:45:00
171200,171197,171200,bull,2025-11-25 16:30:00
171283,171283,171277,bull,2025-11-26 13:15:00
171368,171368,171366,bear,2025-11-27 10:30:00
171683,171672,171683,bear,2025-11-30 17:15:00
171684,171684,171683,bear,2025-11-30 17:30:00
171774,171764,171774,bull,2025-12-01 16:00:00
171777,171777,171774,bull,2025-12-01 16:45:00
171909,171901,171909,bear,2025-12-03 01:45:00
171916,171916,171909,bear,2025-12-03 03:30:00
172347,172347,172342,bull,2025-12-07 15:15:00
172347,172347,172347,bull,2025-12-07 15:15:00
172493,172493,172493,bull,2025-12-09 03:45:00
172627,172627,172619,bull,2025-12-10 13:15:00
172635,172627,172635,bull,2025-12-10 15:15:00
172636,172636,172635,bull,2025-12-10 15:30:00
173037,173030,173037,bull,2025-12-14 19:45:00
173040,173040,173037,bull,2025-12-14 20:30:00
173167,173167,173166,bull,2025-12-16 04:15:00
173281,173270,173281,bull,2025-12-17 08:45:00
173635,173635,173628,bear,2025-12-21 01:15:00
173862,173851,173862,bull,2025-12-23 10:00:00
174494,174485,174494,bull,2025-12-30 00:00:00
174494,174489,174494,bull,2025-12-30 00:00:00
174649,174649,174648,bear,2025-12-31 14:45:00
174759,174752,174759,bear,2026-01-01 18:15:00
174800,174800,174799,bear,2026-01-02 04:30:00
174854,174854,174846,bear,2026-01-02 18:00:00
175162,175154,175162,bear,2026-01-05 23:00:00
175229,175227,175229,bear,2026-01-06 15:45:00
175305,175305,175305,bull,2026-01-07 10:45:00
175377,175377,175374,bull,2026-01-08 04:45:00
175409,175401,175409,bull,2026-01-08 12:45:00
175419,175419,175409,bull,2026-01-08 15:15:00
175716,175716,175714,bear,2026-01-11 17:30:00
175878,175878,175867,bear,2026-01-13 10:00:00
176095,176095,176092,bull,2026-01-15 16:15:00
176574,176574,176565,bull,2026-01-20 16:00:00
176574,176574,176572,bull,2026-01-20 16:00:00
176583,176574,176583,bull,2026-01-20 18:15:00
177008,177008,177007,bull,2026-01-25 04:30:00
177016,177008,177016,bull,2026-01-25 06:30:00
177018,177018,177007,bull,2026-01-25 07:00:00
177018,177018,177016,bull,2026-01-25 07:00:00
177023,177023,177016,bull,2026-01-25 08:15:00
177060,177060,177050,bull,2026-01-25 17:30:00
177082,177082,177081,bull,2026-01-25 23:00:00
177283,177279,177283,bear,2026-01-28 01:15:00
177422,177418,177422,bull,2026-01-29 12:00:00
177458,177452,177458,bull,2026-01-29 21:00:00
177694,177694,177693,bull,2026-02-01 08:00:00
177751,177751,177748,bull,2026-02-01 22:15:00
177903,177903,177892,bull,2026-02-03 12:15:00
177903,177903,177898,bull,2026-02-03 12:15:00
177903,177903,177901,bull,2026-02-03 12:15:00
178069,178064,178069,bull,2026-02-05 05:45:00
178100,178100,178096,bull,2026-02-05 13:30:00
178101,178100,178101,bull,2026-02-05 13:45:00
178112,178112,178101,bull,2026-02-05 16:30:00
178112,178112,178112,bull,2026-02-05 16:30:00
178118,178112,178118,bull,2026-02-05 18:00:00
178258,178258,178255,bear,2026-02-07 05:00:00
178387,178384,178387,bear,2026-02-08 13:15:00
178391,178391,178387,bear,2026-02-08 14:15:00
178545,178544,178545,bull,2026-02-10 04:45:00
178580,178577,178580,bull,2026-02-10 13:30:00
178918,178918,178908,bear,2026-02-14 02:00:00
178918,178918,178917,bear,2026-02-14 02:00:00
178927,178918,178927,bear,2026-02-14 04:15:00
178948,178948,178948,bear,2026-02-14 09:30:00
179118,179118,179117,bull,2026-02-16 04:00:00
179157,179157,179156,bear,2026-02-16 13:45:00
179169,179169,179168,bull,2026-02-16 16:45:00
179204,179204,179199,bear,2026-02-17 01:30:00
179204,179204,179204,bear,2026-02-17 01:30:00
179210,179204,179210,bear,2026-02-17 03:00:00
179211,179211,179204,bear,2026-02-17 03:15:00
179211,179211,179210,bear,2026-02-17 03:15:00
179895,179895,179893,bull,2026-02-24 06:15:00
180219,180209,180219,bull,2026-02-27 15:15:00
180364,180364,180364,bear,2026-03-01 03:30:00
180564,180564,180563,bull,2026-03-03 05:30:00
180847,180838,180847,bull,2026-03-06 04:15:00
180856,180856,180847,bull,2026-03-06 06:30:00
180904,180904,180895,bull,2026-03-06 18:30:00
180913,180904,180913,bull,2026-03-06 20:45:00
180958,180958,180957,bull,2026-03-07 08:00:00
181229,181229,181227,bear,2026-03-10 03:45:00
181353,181353,181352,bull,2026-03-11 10:45:00
181541,181541,181535,bear,2026-03-13 09:45:00
181848,181848,181841,bear,2026-03-16 14:30:00
181854,181848,181854,bear,2026-03-16 16:00:00
182045,182045,182044,bull,2026-03-18 15:45:00
182066,182066,182060,bull,2026-03-18 21:00:00
182066,182066,182064,bull,2026-03-18 21:00:00
182072,182066,182072,bull,2026-03-18 22:30:00
182103,182103,182098,bull,2026-03-19 06:15:00
182246,182237,182246,bull,2026-03-20 18:00:00
182247,182247,182246,bull,2026-03-20 18:15:00
182258,182247,182258,bull,2026-03-20 21:00:00
182302,182302,182302,bear,2026-03-21 08:00:00
182403,182403,182396,bull,2026-03-22 09:15:00
182468,182468,182467,bull,2026-03-23 01:30:00
182603,182601,182603,bear,2026-03-24 11:15:00
182827,182819,182827,bull,2026-03-26 19:15:00
182886,182886,182882,bull,2026-03-27 10:00:00
183312,183302,183312,bear,2026-03-31 20:30:00
183316,183316,183312,bear,2026-03-31 21:30:00
183445,183443,183445,bull,2026-04-02 05:45:00
183673,183663,183673,bear,2026-04-04 14:45:00
183789,183789,183788,bear,2026-04-05 19:45:00
183823,183820,183823,bear,2026-04-06 04:15:00
183832,183832,183823,bear,2026-04-06 06:30:00
183832,183832,183832,bear,2026-04-06 06:30:00
183965,183965,183964,bull,2026-04-07 15:45:00
184037,184037,184036,bear,2026-04-08 09:45:00
184275,184265,184275,bear,2026-04-10 21:15:00
184275,184269,184275,bear,2026-04-10 21:15:00
184445,184439,184445,bull,2026-04-12 15:45:00
184613,184613,184604,bear,2026-04-14 09:45:00
185069,185069,185058,bull,2026-04-19 03:45:00
185071,185069,185071,bull,2026-04-19 04:15:00
185130,185130,185120,bull,2026-04-19 19:00:00
185144,185140,185144,bull,2026-04-19 22:30:00
185292,185292,185283,bear,2026-04-21 11:30:00
185338,185328,185338,bull,2026-04-21 23:00:00
185409,185408,185409,bear,2026-04-22 16:45:00
185711,185711,185703,bull,2026-04-25 20:15:00
185818,185818,185818,bear,2026-04-26 23:00:00
185877,185877,185870,bull,2026-04-27 13:45:00
186081,186081,186079,bull,2026-04-29 16:45:00
186157,186157,186156,bear,2026-04-30 11:45:00
186161,186157,186161,bear,2026-04-30 12:45:00
186166,186157,186166,bear,2026-04-30 14:00:00
186253,186244,186253,bear,2026-05-01 11:45:00
186316,186316,186308,bear,2026-05-02 03:30:00
186484,186484,186479,bear,2026-05-03 21:30:00
186509,186509,186505,bear,2026-05-04 03:45:00
186620,186615,186620,bear,2026-05-05 07:30:00
186827,186827,186822,bull,2026-05-07 11:15:00
187050,187050,187041,bear,2026-05-09 19:00:00
187055,187050,187055,bear,2026-05-09 20:15:00
187831,187831,187823,bear,2026-05-17 22:15:00
187867,187867,187866,bull,2026-05-18 07:15:00
187903,187903,187897,bull,2026-05-18 16:15:00
187903,187903,187901,bull,2026-05-18 16:15:00
188074,188074,188074,bear,2026-05-20 11:00:00
188116,188116,188116,bear,2026-05-20 21:30:00
188139,188139,188131,bear,2026-05-21 03:15:00
188182,188173,188182,bull,2026-05-21 14:00:00
188187,188187,188182,bull,2026-05-21 15:15:00
188285,188285,188278,bull,2026-05-22 15:45:00
188674,188674,188667,bull,2026-05-26 17:00:00
188861,188861,188855,bull,2026-05-28 15:45:00
189096,189096,189089,bear,2026-05-31 02:30:00
189096,189096,189096,bear,2026-05-31 02:30:00
189103,189103,189096,bear,2026-05-31 04:15:00
189106,189096,189106,bear,2026-05-31 05:00:00
189106,189103,189106,bear,2026-05-31 05:00:00
189108,189108,189106,bear,2026-05-31 05:30:00
189375,189375,189373,bull,2026-06-03 00:15:00
189392,189392,189390,bull,2026-06-03 04:30:00
189647,189645,189647,bull,2026-06-05 20:15:00
189855,189855,189850,bear,2026-06-08 00:15:00
189859,189855,189859,bear,2026-06-08 01:15:00
189907,189903,189907,bear,2026-06-08 13:15:00
189910,189910,189907,bear,2026-06-08 14:00:00
190066,190060,190066,bull,2026-06-10 05:00:00
190070,190070,190066,bull,2026-06-10 06:00:00
190096,190096,190085,bull,2026-06-10 12:30:00
190223,190223,190216,bear,2026-06-11 20:15:00
190223,190223,190222,bear,2026-06-11 20:15:00
190479,190479,190473,bear,2026-06-14 12:15:00
190808,190802,190808,bull,2026-06-17 22:30:00
190962,190951,190962,bull,2026-06-19 13:00:00
191030,191030,191028,bear,2026-06-20 06:00:00
191035,191035,191028,bear,2026-06-20 07:15:00
191039,191030,191039,bear,2026-06-20 08:15:00
191039,191035,191039,bear,2026-06-20 08:15:00
191057,191057,191054,bear,2026-06-20 12:45:00
191057,191057,191057,bear,2026-06-20 12:45:00
