sig,e_bar,x_bar,dir,tag,entry,stop_d,gross_r,net_r,t_entry,t_exit
25104,25105,25151,long,wk=-0.047,42637.02,1279.1106,-1.0,-1.037,1632600000,1632641400
25776,25777,25872,short,wk=+0.108,48233.07,1446.9921000000031,-0.37408635472163376,-0.4165863547216337,1633204800,1633290300
27120,27121,27216,short,wk=+0.052,60884.34,1826.530200000001,0.17579780504039755,0.13329780504039757,1634414400,1634499900
27792,27793,27888,long,wk=-0.029,61058.19,1831.7456999999995,-0.20196580780836798,-0.244465807808368,1635019200,1635104700
29808,29809,29904,long,wk=-0.018,63974.11,1919.223300000005,0.12380529144263722,0.08130529144263732,1636833600,1636919100
30480,30481,30576,short,wk=+0.026,59460.97,1783.8291000000027,0.07297784300076733,0.030477843000767384,1637438400,1637523900
31152,31153,31243,long,wk=-0.067,54952.88,1648.5864000000001,-1.0,-1.0425,1638043200,1638124200
31824,31825,31904,long,wk=-0.131,49244.03,1477.3208999999988,-1.0,-1.0406666666666666,1638648000,1638719100
32496,32497,32568,short,wk=+0.016,48400.0,1452.0,-1.0,-1.0406666666666666,1639252800,1639316700
33168,33169,33264,long,wk=-0.026,46623.99,1398.7197000000015,0.02297815638115298,-0.019521843618846974,1639857600,1639943100
35184,35185,35280,long,wk=-0.059,40837.5,1225.125,1.5030711151923248,1.4605711151923249,1641672000,1641757500
35856,35857,35952,short,wk=+0.019,43496.85,1304.9055000000008,0.5209879182822021,0.47848791828220216,1642276800,1642362300
36528,36529,36624,long,wk=-0.196,34506.48,1035.1944000000003,0.24842676892378684,0.20592676892378686,1642881600,1642967100
37200,37201,37296,short,wk=+0.045,37832.37,1134.9711000000025,0.28779587427380193,0.245295874273802,1643486400,1643571900
37872,37873,37968,short,wk=+0.137,41532.76,1245.982799999998,-0.12844479073065948,-0.17094479073065955,1644091200,1644176700
38544,38545,38640,long,wk=-0.039,42644.66,1279.3398000000016,-0.49196468365949836,-0.5344646836594983,1644696000,1644781500
39216,39217,39259,long,wk=-0.030,39957.9,1198.737000000001,-1.0,-1.037,1645300800,1645338600
39888,39889,39984,short,wk=+0.053,39238.4,1177.1520000000019,1.4133264013483404,1.3708264013483404,1645905600,1645991100
40560,40561,40617,long,wk=-0.066,39416.7,1182.5010000000038,-1.0,-1.0388333333333333,1646510400,1646560800
41904,41905,42000,short,wk=+0.028,42008.5,1260.2550000000047,0.5110076928875487,0.4685076928875488,1647720000,1647805500
43920,43921,44016,long,wk=-0.020,42490.3,1274.7090000000026,0.5702477977326532,0.5277477977326533,1649534400,1649619900
45264,45265,45360,long,wk=-0.036,39734.8,1192.0440000000017,-0.04941092778454602,-0.09191092778454596,1650744000,1650829500
45936,45937,46032,long,wk=-0.038,38447.8,1153.434000000001,-0.5702970434372511,-0.612797043437251,1651348800,1651434300
47279,47280,47291,short,wk=+0.025,29325.8,879.7740000000013,-1.0,-1.0333333333333332,1652558400,1652568300
47951,47952,48047,long,wk=-0.017,29452.2,883.5660000000025,0.5438190242720958,0.501319024272096,1653163200,1653248700
49293,49294,49389,long,wk=-0.021,29642.6,889.2780000000021,0.4427186998891233,0.4002186998891234,1654372800,1654458300
49965,49966,49992,long,wk=-0.047,28581.1,857.4330000000009,-1.0,-1.0351666666666666,1654977600,1655001000
50637,50638,50733,long,wk=-0.134,18059.5,541.7849999999999,3.7869265483540544,3.7444265483540544,1655582400,1655667900
51981,51982,52077,short,wk=+0.018,19263.6,577.9079999999994,-0.38016431681167406,-0.4226643168116741,1656792000,1656877500
53325,53326,53421,short,wk=+0.028,21184.3,635.5290000000023,0.2571086449241454,0.21460864492414558,1658001600,1658087100
53997,53998,54093,long,wk=-0.040,22266.5,667.994999999999,0.641621569023719,0.5991215690237189,1658606400,1658691900
55341,55342,55437,short,wk=+0.033,23175.1,695.2530000000006,0.029054171646863906,-0.013445828353136055,1659816000,1659901500
56685,56686,56781,long,wk=-0.101,20981.7,629.4510000000009,0.8215095376764796,0.7790095376764796,1661025600,1661111100
57357,57358,57453,long,wk=-0.074,20007.0,600.2099999999991,-0.07414071741557132,-0.11664071741557139,1661630400,1661715900
58701,58702,58797,short,wk=+0.115,21569.4,647.0820000000022,-0.06351590679388147,-0.10601590679388134,1662840000,1662925500
61389,61390,61485,long,wk=-0.027,19460.0,583.7999999999993,-0.00034258307639727277,-0.04284258307639733,1665259200,1665344700
64077,64078,64173,short,wk=+0.053,21321.6,639.648000000001,0.2108972434839124,0.16839724348391247,1667678400,1667763900
64749,64750,64845,long,wk=-0.032,16885.3,506.5590000000011,-0.6666548220444213,-0.7091548220444212,1668283200,1668368700
68109,68110,68205,long,wk=-0.043,16684.1,500.52300000000105,0.12287147643564805,0.08037147643564814,1671307200,1671392700
70797,70798,70893,short,wk=+0.102,20796.8,623.9040000000023,-0.12886597938144517,-0.17136597938144502,1673726400,1673811900
71469,71470,71565,short,wk=+0.103,23271.9,698.1569999999992,0.7905098709889066,0.7480098709889065,1674331200,1674416700
72813,72814,72909,long,wk=-0.016,23427.4,702.8220000000001,-0.7653431452060427,-0.8078431452060427,1675540800,1675626300
73485,73486,73581,long,wk=-0.017,21652.6,649.5780000000013,0.5087918617933479,0.466291861793348,1676145600,1676231100
74829,74830,74925,long,wk=-0.041,22975.7,689.2710000000006,0.7476014513884942,0.7051014513884942,1677355200,1677440700
75501,75502,75597,long,wk=-0.052,22238.7,667.1610000000001,0.23277739556119026,0.19027739556119028,1677960000,1678045500
76173,76174,76269,long,wk=-0.030,20209.9,606.2970000000023,0.9246293483226808,0.882129348322681,1678564800,1678650300
76845,76846,76929,short,wk=+0.095,27322.8,819.6840000000011,-1.0,-1.0425,1679169600,1679244300
77517,77518,77613,long,wk=-0.042,27179.4,815.3820000000014,0.778408157158235,0.735908157158235,1679774400,1679859900
80205,80206,80301,long,wk=-0.017,27604.6,828.137999999999,-0.18269901876257272,-0.22519901876257276,1682193600,1682279100
84909,84910,85005,long,wk=-0.030,25738.2,772.1460000000006,0.36625197825281625,0.32375197825281626,1686427200,1686512700
85581,85582,85677,short,wk=+0.040,26466.1,793.9830000000002,-0.2210374781324033,-0.2635374781324033,1687032000,1687117500
88269,88270,88365,long,wk=-0.041,30309.7,909.2910000000011,-0.07720300761802398,-0.11970300761802394,1689451200,1689536700
91629,91630,91725,long,wk=-0.064,26112.6,783.3780000000006,0.01212696807926696,-0.03037303192073301,1692475200,1692560700
97677,97678,97773,short,wk=+0.049,30128.7,903.8610000000008,0.33047116757997136,0.2879711675799714,1697918400,1698003900
99693,99694,99789,short,wk=+0.021,37177.8,1115.3340000000026,0.03927074759668656,-0.003229252403313343,1699732800,1699818300
100365,100366,100461,short,wk=+0.021,36688.4,1100.6520000000019,-0.24848907738322334,-0.29098907738322327,1700337600,1700423100
101709,101710,101805,short,wk=+0.044,39416.4,1182.4919999999984,-0.11729466245860207,-0.15979466245860213,1701547200,1701632700
102381,102382,102477,short,wk=+0.017,43954.8,1318.6440000000002,0.10260540373292783,0.06010540373292783,1702152000,1702237500
103053,103054,103149,long,wk=-0.017,42367.9,1271.037000000004,-0.18205606917815984,-0.2245560691781597,1702756800,1702842300
