cond,side,rr,n,ndays,nsyms,wr,be,lift_pts,expR,ci_lo,ci_hi,p_neg,n_tr,wr_tr,e_tr,n_te,wr_te,e_te,hold_h
S_bb_break_dn+fund_top_pct90d,-1,0.25,239,100,12,0.8117154811715481,0.8191807256882058,-0.7465244516657643,-0.02389305319378567,-0.10918953740639563,0.0523137093436484,0.73625,190,0.7894736842105263,-0.05027934900960684,49,0.8979591836734694,0.07842115507164332,5.301255230125523
S_bb_break_dn+fund_top_pct90d,-1,0.5,217,97,12,0.6774193548387096,0.6844108464799743,-0.6991491641264669,-0.024932263160398534,-0.18068321511085475,0.08351008873036429,0.69875,174,0.6494252873563219,-0.06508902224261026,43,0.7906976744186046,0.13756252940483027,11.232718894009217
S_bb_break_dn+fund_top_pct90d,-1,0.75,195,96,12,0.5846153846153846,0.5886588258780793,-0.4043441262694625,-0.021352743603592093,-0.20643013922987388,0.1224194682948659,0.61625,157,0.554140127388535,-0.07207958369711714,38,0.7105263157894737,0.18822920099334042,19.119230769230768
S_bb_break_dn+fund_top_pct90d,-1,1.0,183,94,12,0.5027322404371585,0.5174141889286371,-1.4681948491478636,-0.043534825921684416,-0.24864176779649916,0.10809647588739349,0.7525,149,0.4697986577181208,-0.10675292313504292,34,0.6470588235294118,0.2335091883368573,27.91393442622951
S_bb_break_dn+fund_top_pct90d,-1,2.0,157,93,12,0.28662420382165604,0.35088339800011153,-6.425919417845549,-0.20782324964990398,-0.4276177111880779,0.12339911026507898,0.905,128,0.234375,-0.3601738306280631,29,0.5172413793103449,0.4646206939778327,66.84554140127389
S_bb_break_dn+fund_top_pct365d,-1,0.25,181,68,12,0.7900552486187845,0.8200565093887683,-3.0001260769983773,-0.05161611978924457,-0.1365399756944896,0.03731002656038815,0.86625,164,0.774390243902439,-0.07078244320375833,17,0.9411764705882353,0.13328252962135878,7.9502762430939224
S_bb_break_dn+fund_top_pct365d,-1,0.5,161,65,12,0.6645962732919255,0.6852989945759145,-2.070272128398898,-0.04500258365808696,-0.20293652479501428,0.1249293346757536,0.67625,148,0.6554054054054054,-0.05779302908338397,13,0.7692307692307693,0.10061171810683292,14.083850931677018
S_bb_break_dn+fund_top_pct365d,-1,0.75,146,64,12,0.5753424657534246,0.5900251781888971,-1.4682712435472478,-0.039607615625682484,-0.22498582669820963,0.17533151802358254,0.585,133,0.5639097744360902,-0.05723150317807531,13,0.6923076923076923,0.1406983108718748,23.904109589041095
S_bb_break_dn+fund_top_pct365d,-1,1.0,135,61,12,0.5111111111111111,0.5182804553924234,-0.7169344281312329,-0.028287078988639195,-0.24145040984575541,0.17864013844198146,0.62,124,0.5,-0.04772456990940183,11,0.6363636363636364,0.19082645502723017,32.77777777777778
S_bb_break_dn+fund_top_pct365d,-1,2.0,109,57,12,0.27522935779816515,0.35206127134441695,-7.68319135462518,-0.24333131162625354,-0.5517054272625073,0.139305019980249,0.8725,99,0.25252525252525254,-0.30878096296640645,10,0.5,0.4046202366412598,75.76146788990826
S_bb_break_dn+fund_gt_0.01pct,-1,0.25,360,84,12,0.8166666666666667,0.8173976490826436,-0.07309824159769107,-0.012711846551727855,-0.08190087155277549,0.03785921603268269,0.72125,354,0.8163841807909604,-0.013319011530535439,6,0.8333333333333334,0.023110887197919715,7.565972222222222
S_bb_break_dn+fund_gt_0.01pct,-1,0.5,326,82,12,0.6533742331288344,0.6829821007596407,-2.960786763080636,-0.05645828624344173,-0.16778452237639693,0.03238946585098253,0.86625,322,0.65527950310559,-0.053693225927931236,4,0.5,-0.2790456416420363,13.547546012269938
S_bb_break_dn+fund_gt_0.01pct,-1,0.75,292,79,12,0.5787671232876712,0.5869799309907416,-0.8212807703070424,-0.02630450415413986,-0.205746559829783,0.08619344253342165,0.685,288,0.5798611111111112,-0.024224032524446062,4,0.5,-0.17609846149209243,20.409246575342465
S_bb_break_dn+fund_gt_0.01pct,-1,1.0,274,79,12,0.5328467153284672,0.5151794777010169,1.766723762745026,0.02345333586785905,-0.1905536175187054,0.18459816769498175,0.42,270,0.5333333333333333,0.024793616935467448,4,0.5,-0.06701563619570805,27.5228102189781
S_bb_break_dn+fund_gt_0.01pct,-1,2.0,227,78,12,0.32158590308370044,0.3478850827067996,-2.6299179623099134,-0.09107041235533268,-0.38545214071547773,0.19993901044222787,0.7025,223,0.32286995515695066,-0.08664111479905857,4,0.25,-0.33800375111761366,59.3557268722467
S_bb_break_dn+fund_gt_0.05pct,-1,0.25,44,17,10,0.75,0.8125939702030724,-6.259397020307245,-0.08860332917026482,,,,43,0.7441860465116279,-0.09626395101541618,1,1.0,0.2408034101712443,5.7102272727272725
S_bb_break_dn+fund_gt_0.05pct,-1,0.5,43,17,10,0.6046511627906976,0.678382341325111,-7.373117853441336,-0.12074617533609071,,,,42,0.5952380952380952,-0.1348857904750586,1,1.0,0.47311766050056026,11.470930232558139
S_bb_break_dn+fund_gt_0.05pct,-1,0.75,41,17,10,0.5609756097560976,0.5820948277605039,-2.1119218004406304,-0.047162207569940655,,,,40,0.55,-0.06633077552334976,1,1.0,0.7195805105664235,13.817073170731707
S_bb_break_dn+fund_gt_0.05pct,-1,1.0,39,16,10,0.48717948717948717,0.5125467509262537,-2.5367263746766513,-0.0598092799628761,,,,38,0.47368421052631576,-0.08522299290274024,1,1.0,0.905911811751961,33.12179487179487
S_bb_break_dn+fund_gt_0.05pct,-1,2.0,34,16,10,0.29411764705882354,0.3444345097366141,-5.031686267779056,-0.16034257803666496,,,,33,0.30303030303030304,-0.13151132470690563,1,0.0,-1.111773937918723,59.036764705882355
S_bb_break_dn+cum3_top_decile,-1,0.25,385,134,12,0.7890625,0.8201165062870576,-3.1054006287057567,-0.053523341346222254,-0.14162081229384144,0.017474358541475096,0.925,309,0.7799352750809061,-0.06372422138125394,76,0.8266666666666667,-0.012048710677474941,7.7844155844155845
S_bb_break_dn+cum3_top_decile,-1,0.5,340,129,12,0.6578171091445427,0.6853657601372095,-2.754865099266679,-0.056034729663791825,-0.1966108270806715,0.056449227352267296,0.84,271,0.6457564575645757,-0.07295691345282575,69,0.7058823529411765,0.010427760290239882,13.55
S_bb_break_dn+cum3_top_decile,-1,0.75,304,128,12,0.570957095709571,0.589498872516381,-1.8541776806810017,-0.04696372420982433,-0.21732198708411943,0.11249455470134548,0.72375,243,0.5555555555555556,-0.0720950239933624,61,0.6333333333333333,0.05314948640328642,20.94983552631579
S_bb_break_dn+cum3_top_decile,-1,1.0,278,126,12,0.5090252707581228,0.5177433277953796,-0.871805703725681,-0.031737195920631685,-0.22657299768313324,0.16638570926087692,0.63875,224,0.49107142857142855,-0.06543708869332569,54,0.5849056603773585,0.10805495187721009,28.864208633093526
S_bb_break_dn+cum3_top_decile,-1,2.0,232,122,12,0.329004329004329,0.3508930426675004,-2.1888713663171355,-0.07908492575512978,-0.3589805492620771,0.25028058132884,0.6825,187,0.29411764705882354,-0.18405178330777858,45,0.4772727272727273,0.35711068229698817,64.67349137931035
S_bb_break_dn+cum9_top_decile,-1,0.25,757,194,12,0.8108465608465608,0.8195186965989318,-0.8672135752371024,-0.026160059751468394,-0.08303645915610139,0.026896601372876673,0.8225,616,0.8133116883116883,-0.021687092731508407,141,0.8,-0.04570153268973329,7.0994055482166445
S_bb_break_dn+cum9_top_decile,-1,0.5,655,191,12,0.7003058103975535,0.6845158553984021,1.5789954999151368,0.008060482215875128,-0.0767938472954826,0.08803682366364549,0.465,530,0.6962264150943396,0.0032418046500474586,125,0.717741935483871,0.02849167509498446,12.408396946564885
S_bb_break_dn+cum9_top_decile,-1,0.75,560,187,12,0.6100178890876565,0.5889729844669949,2.1044904620661664,0.02082115391795927,-0.0844119853661708,0.15179456327879196,0.34125,454,0.6013215859030837,0.007406056172201793,106,0.6476190476190476,0.07827827067809039,20.190625
S_bb_break_dn+cum9_top_decile,-1,1.0,495,184,12,0.5384615384615384,0.5175677205739304,2.0893817887608024,0.025581662312898566,-0.11455210796318832,0.17566641906973599,0.3575,400,0.5275,0.005855875988022219,95,0.5851063829787234,0.10863760473343052,29.4
S_bb_break_dn+cum9_top_decile,-1,2.0,395,176,12,0.3426395939086294,0.3508868927031477,-0.8247298794518299,-0.04173739533581795,-0.2780933039684194,0.23265094390715768,0.59,324,0.3425925925925926,-0.038425729207737,71,0.34285714285714286,-0.05684978724424367,67.32025316455696
S_bb_break_dn+cum21_top_decile,-1,0.25,923,207,12,0.8179848320693391,0.8189667259029851,-0.0981893833645997,-0.015448376700254635,-0.06675434460983351,0.03051387564154017,0.7175,730,0.8315068493150685,0.0030082810601525464,193,0.7668393782383419,-0.08525853299609525,7.171180931744312
S_bb_break_dn+cum21_top_decile,-1,0.5,772,202,12,0.6878238341968912,0.6843423083592572,0.34815258376339475,-0.009215258808390327,-0.11178641245896385,0.06869997851648431,0.615,607,0.6985172981878089,0.008257472131666638,165,0.6484848484848484,-0.07349372959999381,13.499676165803109
S_bb_break_dn+cum21_top_decile,-1,0.75,656,196,12,0.5945121951219512,0.5885436195366465,0.5968575585304725,-0.004550128287053988,-0.1318637712778223,0.11165807109161249,0.53125,519,0.6146435452793835,0.032594635173576046,137,0.5182481751824818,-0.14526642198097361,20.195503048780488
S_bb_break_dn+cum21_top_decile,-1,1.0,572,190,12,0.513986013986014,0.5174280094308087,-0.3441995444794732,-0.0220327947618713,-0.17282180888023357,0.14147398612468431,0.63125,450,0.5311111111111111,0.014313640020218586,122,0.45081967213114754,-0.15609751322039958,29.735576923076923
S_bb_break_dn+cum21_top_decile,-1,2.0,431,182,12,0.29930394431554525,0.3511015098736925,-5.179756555814724,-0.1707516253986457,-0.3922666934425321,0.09538233602490345,0.9025,340,0.3176470588235294,-0.1131912256743727,91,0.23076923076923078,-0.38581245953329196,68.11716937354988
S_bb_break_dn+flip_to_pos,-1,0.25,574,253,11,0.7972027972027972,0.8186674353894267,-2.146463818662947,-0.04132631739636349,-0.10595688251111039,0.013535780268403396,0.91875,316,0.8132911392405063,-0.019752371382420912,258,0.77734375,-0.06775022026615364,6.178135888501743
S_bb_break_dn+flip_to_pos,-1,0.5,537,253,11,0.6710280373831776,0.6841155748702508,-1.3087537487073142,-0.034480460780492383,-0.11512917221483833,0.03415736433701484,0.83,299,0.6956521739130435,0.004353196874546331,238,0.6398305084745762,-0.08326728279249482,13.17830540037244
S_bb_break_dn+flip_to_pos,-1,0.75,497,252,11,0.5898989898989899,0.5877348195143502,0.21641703846396743,-0.01204447664121361,-0.10866446977947922,0.06868608543132788,0.65,282,0.6170212765957447,0.03769430443747838,215,0.5539906103286385,-0.07728324996303286,18.121730382293762
S_bb_break_dn+flip_to_pos,-1,1.0,477,251,11,0.5031578947368421,0.5159275360546166,-1.2769641317774472,-0.041605299194939285,-0.17302017371091785,0.07711675326637353,0.75375,270,0.5148148148148148,-0.016673976777599495,207,0.4878048780487805,-0.07412441539146943,24.98427672955975
S_bb_break_dn+flip_to_pos,-1,2.0,450,249,11,0.3221476510067114,0.3479581635715227,-2.581051256481132,-0.09097625370621074,-0.2746369885763455,0.10596474573795092,0.80875,253,0.3253968253968254,-0.07709376524464018,197,0.31794871794871793,-0.10880503330406537,49.60111111111111
S_volspike18_dn+fund_top_pct90d,-1,0.25,101,64,12,0.7821782178217822,0.8249629918231539,-4.27847740013717,-0.0750740774292714,-0.17544740459349167,0.01433267613846069,0.9475,51,0.7450980392156863,-0.1187339290877596,50,0.82,-0.03054102873761342,6.925742574257426
S_volspike18_dn+fund_top_pct90d,-1,0.5,100,64,12,0.64,0.6915355136043974,-5.153551360439734,-0.09808890275201121,-0.2698197778423017,0.059566905543528725,0.8975,51,0.6666666666666666,-0.05317291754092463,49,0.6122448979591837,-0.1448381934819176,14.8775
S_volspike18_dn+fund_top_pct90d,-1,0.75,99,64,12,0.5252525252525253,0.5973053456443616,-7.205282039183625,-0.14666941299092842,-0.40206509938903334,0.07855131140406116,0.91,51,0.5686274509803921,-0.06415285727430903,48,0.4791666666666667,-0.23434325343983664,27.56313131313131
S_volspike18_dn+fund_top_pct90d,-1,1.0,96,63,12,0.4375,0.5265491523079634,-8.90491523079634,-0.19795628571348298,-0.4612635241348318,0.02660883744577677,0.9575,51,0.49019607843137253,-0.08716315978197893,45,0.37777777777777777,-0.32352182843585425,40.244791666666664
S_volspike18_dn+fund_top_pct90d,-1,2.0,86,60,12,0.29069767441860467,0.35793080458962484,-6.723313017102017,-0.216738842063707,-0.5629705855942533,0.15100230591640396,0.87625,46,0.34782608695652173,-0.04678715325917797,40,0.225,-0.41218328418891553,76.94186046511628
S_volspike18_dn+fund_top_pct365d,-1,0.25,73,49,12,0.7945205479452054,0.8258603236681493,-3.1339775722943886,-0.06328236200767423,-0.13216109903043205,0.02970563730192485,0.86875,55,0.7818181818181819,-0.07753558025380086,18,0.8333333333333334,-0.01973086181117628,12.38013698630137
S_volspike18_dn+fund_top_pct365d,-1,0.5,72,49,12,0.625,0.6924901072311171,-6.749010723111715,-0.12434139880537831,-0.28323744479617446,0.06382957012277003,0.89375,55,0.6363636363636364,-0.10393223833187538,17,0.5882352941176471,-0.19037103563141725,21.59375
S_volspike18_dn+fund_top_pct365d,-1,0.75,71,49,12,0.5633802816901409,0.5980243037005327,-3.464402201039185,-0.08267051043007649,-0.34582111888947864,0.18250249105868993,0.68125,55,0.6,-0.012106504869358586,16,0.4375,-0.3252342795450443,34.79577464788732
S_volspike18_dn+fund_top_pct365d,-1,1.0,70,48,12,0.5,0.5270271577968638,-2.702715779686382,-0.07532247262883954,-0.34160028339202736,0.2251424804559561,0.6875,55,0.5454545454545454,0.02227589317522237,15,0.3333333333333333,-0.4331831472437331,48.107142857142854
S_volspike18_dn+fund_top_pct365d,-1,2.0,58,41,12,0.3620689655172414,0.35859049026647893,0.3478475250762447,-0.005822696141173202,-0.40687201424961894,0.4507630245174849,0.48625,44,0.4090909090909091,0.1401158207053745,14,0.21428571428571427,-0.46448660623032323,90.66379310344827
S_volspike18_dn+fund_gt_0.01pct,-1,0.25,123,41,12,0.8617886178861789,0.8207219773501002,4.106664053607867,0.035845162824555375,-0.050803130571222425,0.09791093046020082,0.19125,117,0.8717948717948718,0.04826989966750453,6,0.6666666666666666,-0.20643720561295287,10.365853658536585
S_volspike18_dn+fund_gt_0.01pct,-1,0.5,122,41,12,0.7540983606557377,0.686479600332107,6.761876032363068,0.0860355843390576,-0.08092132554843315,0.1947411633367273,0.1425,117,0.7692307692307693,0.10899912313311501,5,0.4,-0.45131122344188535,17.48155737704918
S_volspike18_dn+fund_gt_0.01pct,-1,0.75,120,41,12,0.6916666666666667,0.5908325722930484,10.083409437361823,0.16187019430146687,-0.07087725451556515,0.3053920973899293,0.08875,115,0.7043478260869566,0.1849494844590059,5,0.4,-0.36895347932193034,26.335416666666667
S_volspike18_dn+fund_gt_0.01pct,-1,1.0,117,41,12,0.6495726495726496,0.5201981530563563,12.93744965162933,0.24517775192009672,-0.033893644699516765,0.4484525631751649,0.0425,112,0.6607142857142857,0.26869850955424496,5,0.4,-0.2816872190848228,38.1025641025641
S_volspike18_dn+fund_gt_0.01pct,-1,2.0,105,41,12,0.4666666666666667,0.35190017373265864,11.476649293400804,0.33087793336553567,-0.15362969335397336,0.7208128599296395,0.08375,100,0.48,0.3723457155849299,5,0.2,-0.4984777110223472,72.88333333333334
S_volspike18_dn+cum3_top_decile,-1,0.25,186,118,12,0.8162162162162162,0.8260403466356572,-0.9824130419440968,-0.03238099345381377,-0.1268263273937207,0.052514093875471755,0.78375,114,0.7894736842105263,-0.06640464130155074,72,0.8591549295774648,0.02148978230510311,7.821236559139785
S_volspike18_dn+cum3_top_decile,-1,0.5,184,117,12,0.6923076923076923,0.6919970409188668,0.031065138882546695,-0.021643062520008912,-0.14447904084664104,0.08310777184919507,0.65125,114,0.6929824561403509,-0.018324974489846536,70,0.6911764705882353,-0.02704680588341623,15.33695652173913
S_volspike18_dn+cum3_top_decile,-1,0.75,180,117,12,0.6235955056179775,0.5966941744998003,2.6901331118177163,0.024128712147893704,-0.13227902427163915,0.16233737060993927,0.39,114,0.6491228070175439,0.07265548014150539,66,0.578125,-0.05969025075016291,24.82777777777778
S_volspike18_dn+cum3_top_decile,-1,1.0,171,116,12,0.5739644970414202,0.5250328679921528,4.89316290492674,0.07364922135146636,-0.09188328831182246,0.24163953994781226,0.18125,108,0.6018518518518519,0.1336319709360873,63,0.5245901639344263,-0.029178349365026755,34.409356725146196
S_volspike18_dn+cum3_top_decile,-1,2.0,145,103,12,0.4195804195804196,0.3573212688847454,6.225915069567417,0.16044748644602044,-0.1605692629486806,0.46283507192842516,0.18,91,0.46153846153846156,0.2883294478172008,54,0.34615384615384615,-0.055057300309116985,70.91379310344827
S_volspike18_dn+cum9_top_decile,-1,0.25,239,115,12,0.8487394957983193,0.8246972707021518,2.404222509616749,0.009517918045581102,-0.06853911211525375,0.06868788243200863,0.4425,162,0.8580246913580247,0.02115647144728301,77,0.8289473684210527,-0.014968389111246313,5.632845188284519
S_volspike18_dn+cum9_top_decile,-1,0.5,236,115,12,0.7393162393162394,0.6907777819424638,4.85384573737756,0.05080593201252402,-0.06913248029515641,0.14076271547278837,0.19625,161,0.7701863354037267,0.100020542797913,75,0.6712328767123288,-0.05484143247344431,12.585805084745763
S_volspike18_dn+cum9_top_decile,-1,0.75,228,115,12,0.6637168141592921,0.5954630317790068,6.825378238028524,0.09693843136005005,-0.04737705259669499,0.22833063941038156,0.0875,157,0.6942675159235668,0.15476213723057816,71,0.5942028985507246,-0.03092525626914588,21.13925438596491
S_volspike18_dn+cum9_top_decile,-1,1.0,216,113,12,0.5981308411214953,0.5237001377244778,7.443070339701752,0.1255865502474514,-0.021372609225571625,0.2804088652069511,0.05375,152,0.618421052631579,0.1704091499337655,64,0.5483870967741935,0.019132875992455348,30.03240740740741
S_volspike18_dn+cum9_top_decile,-1,2.0,180,103,12,0.4438202247191011,0.3560034456004004,8.781677911870068,0.237633863317058,-0.06483224038997322,0.5557340987200735,0.06625,127,0.4645669291338583,0.30426156790350817,53,0.39215686274509803,0.07797879760990398,66.15
S_volspike18_dn+cum21_top_decile,-1,0.25,251,120,12,0.848605577689243,0.8239032023869086,2.4702375302334434,0.011479075388500798,-0.0643560221445527,0.061125320068665515,0.435,181,0.8674033149171271,0.034976145589209175,70,0.8,-0.049277634701902294,5.5826693227091635
S_volspike18_dn+cum21_top_decile,-1,0.5,248,119,12,0.7217741935483871,0.6896760199990389,3.2098173549348186,0.029096779820280548,-0.08866993484080361,0.11943161676900196,0.3525,179,0.7318435754189944,0.04349437471523032,69,0.6956521739130435,-0.008253502588357243,12.689516129032258
S_volspike18_dn+cum21_top_decile,-1,0.75,239,119,12,0.6485355648535565,0.5935917711428863,5.494379371067016,0.07621021687480815,-0.07409902786963785,0.21009318134170402,0.14625,175,0.6742857142857143,0.12146073840328325,64,0.578125,-0.047521677929615994,18.618200836820083
S_volspike18_dn+cum21_top_decile,-1,1.0,220,117,12,0.5772727272727273,0.5231115196783355,5.41612075943918,0.08889367141808116,-0.0819547186623274,0.2337415735223895,0.1375,163,0.588957055214724,0.1117926784701339,57,0.543859649122807,0.023410545988527025,32.044318181818184
S_volspike18_dn+cum21_top_decile,-1,2.0,173,106,12,0.3872832369942196,0.3556844701911059,3.159876680311374,0.07495179004197418,-0.18757768468868802,0.30198832543767135,0.285,125,0.384,0.06117995608494583,48,0.3958333333333333,0.11081594097173537,72.20520231213872
S_volspike18_dn+flip_to_pos,-1,0.25,388,214,11,0.8337662337662337,0.8195505134671317,1.4215720299102008,0.0024390618667130275,-0.06831564915134014,0.06004915130202748,0.45,200,0.84,0.010741681391442466,188,0.827027027027027,-0.006393512095765102,5.808634020618556
S_volspike18_dn+flip_to_pos,-1,0.5,383,214,11,0.6973684210526315,0.6851628924754672,1.2205528577164282,0.0023575691456800326,-0.08394237954390839,0.08704809505983381,0.475,197,0.7157360406091371,0.03056741030627798,186,0.6775956284153005,-0.027520595954523157,12.283289817232376
S_volspike18_dn+flip_to_pos,-1,0.75,373,214,11,0.6,0.5889589725410734,1.1041027458926544,0.002713205874373912,-0.08621362396683328,0.09870723438297858,0.43625,192,0.6041666666666666,0.010766659651624566,181,0.5955056179775281,-0.005829684320278703,18.197050938337803
S_volspike18_dn+flip_to_pos,-1,1.0,362,214,11,0.5125348189415042,0.516914659658781,-0.4379840717276817,-0.025703018799443488,-0.15692694296777673,0.11683754251687428,0.64375,186,0.489247311827957,-0.0719221038986265,176,0.5375722543352601,0.023142150680374896,24.923342541436465
S_volspike18_dn+flip_to_pos,-1,2.0,340,210,11,0.32344213649851633,0.34882076544881757,-2.5378628950301243,-0.09359052464634515,-0.28873189010894557,0.10402178477878785,0.84125,175,0.3142857142857143,-0.1221666355681729,165,0.3333333333333333,-0.06328252821410363,49.36985294117647
