cond,side,rr,n,ndays,nsyms,wr,be,lift_pts,expR,ci_lo,ci_hi,p_neg,n_tr,wr_tr,e_tr,n_te,wr_te,e_te,hold_h,top3_frac
h2_oi_top_pct30d,-1,0.75,1253,694,2,0.5854632587859425,0.5961536349257558,-1.0690376139813274,-0.025583378091043673,-0.08813196718388223,0.03864680941966034,0.79375,871,0.5763490241102182,-0.03975801395229771,382,0.6062992125984252,0.006736275927679566,17.191340782122904,0.018355945730247406
h2_oi_top_pct30d,-1,1.0,1054,637,2,0.5175688509021842,0.5238668256183298,-0.6297974716145571,-0.019868734429061376,-0.10223297844796873,0.05716344437066789,0.67375,730,0.5082191780821917,-0.03662551290707784,324,0.5386996904024768,0.017885735598568292,22.926707779886147,0.018975332068311195
h2_oi_top_pct30d,-1,2.0,710,509,2,0.3385049365303244,0.35471494016088095,-1.621000363055658,-0.05587706209035832,-0.19253571880696183,0.09009753403282349,0.7825,484,0.32231404958677684,-0.10238838473970514,226,0.37333333333333335,0.043731257211782684,42.97640845070423,0.023943661971830985
h2_oi_bot_pct30d,1,0.25,1234,486,2,0.8346839546191248,0.8246175890940378,1.0066365525086995,0.005989015583468385,-0.023338961132307354,0.031147557006929182,0.34875,816,0.8333333333333334,0.0043040555501725475,418,0.8373205741626795,0.009278315552773177,8.18496758508914,0.02593192868719611
h2_oi_bot_pct30d,1,0.5,779,431,2,0.6970474967907574,0.6908377353807383,0.6209761410019055,0.00261576902136007,-0.05407115506266958,0.05517752288965678,0.5075,518,0.694980694980695,-0.0004810270965681818,261,0.7011494252873564,0.008761900780313478,16.90821566110398,0.03337612323491656
h2_oi_bot_pct30d,1,0.75,590,367,2,0.6,0.5951110914067896,0.48889085932103393,0.001621990687008308,-0.08215888548227787,0.08104538336846893,0.50125,401,0.5985037406483791,-0.0007721421122776424,189,0.6031746031746031,0.006701605779673203,24.710593220338982,0.03559322033898305
h2_oi_bot_pct30d,1,1.0,479,324,2,0.5365344467640919,0.5231057130357732,1.3428733728318654,0.019404764495319162,-0.08649307458160103,0.12186323924654499,0.3725,338,0.5414201183431953,0.030200327495445614,141,0.524822695035461,-0.006473960994345714,34.10855949895616,0.03966597077244259
h2_oi_bot_pct30d,1,2.0,301,216,2,0.38,0.3576803252657858,2.2319674734214203,0.06068270676739756,-0.13921021537044054,0.257667828876785,0.30625,204,0.37438423645320196,0.04265128330515074,97,0.3917525773195876,0.09860446332717439,78.44186046511628,0.059800664451827246
h2_oi_top_pct90d,-1,0.25,2499,806,2,0.8078462770216173,0.8272587768101927,-1.94124997885754,-0.029907338413721028,-0.054728948948903886,-0.00516579375167657,0.99375,1703,0.8021139166177335,-0.03419380833438713,796,0.820125786163522,-0.02073666218897934,6.099539815926371,0.013605442176870748
h2_oi_top_pct90d,-1,0.5,1604,731,2,0.6781035558328135,0.6923567848766504,-1.4253229043836968,-0.027349472764239848,-0.07586449987986804,0.016700459188523833,0.88125,1075,0.6697674418604651,-0.03701068716701725,529,0.6950757575757576,-0.007716570149900119,12.117362842892769,0.015586034912718205
h2_oi_top_pct90d,-1,0.75,1237,672,2,0.5906148867313916,0.5956871799895955,-0.5072293258203908,-0.015207375451665464,-0.0799821158247817,0.039329648938134606,0.69,845,0.5810650887573965,-0.028299053834613865,392,0.6112531969309463,0.013013206776884043,17.281729991915924,0.016168148746968473
h2_oi_top_pct90d,-1,1.0,1005,609,2,0.5179282868525896,0.5231548651738871,-0.522657832129747,-0.01761924628339288,-0.10322623022311425,0.0643099727909599,0.6875,677,0.5036927621861153,-0.04226635778365129,328,0.5474006116207951,0.03325299300220145,23.290298507462687,0.01890547263681592
h2_oi_top_pct90d,-1,2.0,651,454,2,0.3446153846153846,0.3536152562079589,-0.8999871592574316,-0.03490788888700621,-0.16912449435452565,0.10945157983571738,0.66875,444,0.32657657657657657,-0.08428031555756232,207,0.38349514563106796,0.07099238860925906,42.69086021505376,0.027649769585253458
