rr,name,side,n,wr,be,expR,n_tr,wr_tr,e_tr,n_te,wr_te,e_te,se,hold,nights,costR,tf
1.0,trend+far_ema200,-1,2071,0.5223300970873787,0.5236572766472811,-0.011555080887935519,1432,0.5272346368715084,-0.00013601229430910974,639,0.5111464968152867,-0.03714523147646924,0.011005324544604397,32.132866570094954,1.21487204249155,0.05510079292197305,4H
1.0,rsi>70,-1,570,0.5614035087719298,0.521855202600985,0.0681168286897561,386,0.572538860103627,0.09503108701224207,184,0.5380434782608695,0.011655395469758486,0.020784171149441838,26.224853801169594,0.9438596491228071,0.05469018885410352,4H
1.0,rsi<30,-1,804,0.3843283582089552,0.5299628955995561,-0.2954025096744468,640,0.3734375,-0.3122661483430783,164,0.4268292682926829,-0.2295931880407626,0.0171552782329653,26.801616915422887,0.9987562189054726,0.06405922609235723,4H
1.0,bb_break_up,-1,728,0.5728021978021978,0.525450993529581,0.08456077636422756,520,0.5634615384615385,0.07131335820910246,208,0.5961538461538461,0.11767932175204028,0.01833374358497246,23.64239926739927,0.8516483516483516,0.061043619240168046,4H
1.0,div_bull,-1,149,0.5167785234899329,0.5318005924586646,-0.04129360369190064,118,0.4915254237288136,-0.07903820363294849,31,0.6129032258064516,0.10237938963208783,0.040938526606790385,33.421140939597315,1.1543624161073827,0.07485065067176641,4H
1.0,d1_trend,-1,4900,0.5203518101861321,0.5269018143022319,-0.023621710016380568,3282,0.524375380865326,-0.010673041511575896,1618,0.5121344119477287,-0.04988717975233171,0.007144961962997354,31.265476190476186,1.179795918367347,0.06386317320464419,4H
2.0,all,1,11128,0.3418564869001531,0.36015614879711283,-0.06365360383038367,7907,0.34054395951929156,-0.05966202070169893,3221,0.34509681449094315,-0.07345225263464018,0.004500739005417842,55.20100946561227,2.1736161035226456,0.09008545478502426,4H
2.0,trend,1,5413,0.38573803805653056,0.36220376418741224,0.0625312439857119,3991,0.39864695565021296,0.11496371651565507,1422,0.349507735583685,-0.08462627912751121,0.006616130019647406,52.492579592339425,2.063735451690375,0.09468287018387982,4H
2.0,trend+50,1,4770,0.37274633123689727,0.3620568062741312,0.024754420478526367,3567,0.39080459770114945,0.09136621573919158,1203,0.3192019950124688,-0.1727553664664385,0.00700114551553023,51.818972746331234,2.0352201257861635,0.09348457323216544,4H
2.0,trend+d1,1,4331,0.377741861002078,0.3628278985618465,0.03638000449312801,3346,0.39420203227734607,0.10030306445858303,985,0.3218274111675127,-0.1807637098666816,0.007366967583152687,53.853267143846686,2.122835372893096,0.09684557851310613,4H
2.0,trend+macd,1,1727,0.3821656050955414,0.3616018082250199,0.054209381781134734,1232,0.3952922077922078,0.10676767021637035,495,0.34949494949494947,-0.07660235832434062,0.011692723262296551,49.3556263269639,1.9363057324840764,0.09228743350548947,4H
2.0,volspike1.8+bar,1,376,0.4308510638297872,0.36200157883509615,0.19886352687737494,273,0.45054945054945056,0.26963380891341626,103,0.3786407766990291,0.01128792497602249,0.025537749729386213,45.74645390070922,1.875,0.09368966461198681,4H
2.0,volspike2.5+bar,1,162,0.47530864197530864,0.36252913155232064,0.33464536369422415,122,0.48360655737704916,0.36583232334531884,40,0.45,0.23952513675838533,0.03923578116588087,47.10442386831275,1.9197530864197532,0.09128056223170178,4H
2.0,trend+run3,1,704,0.42329545454545453,0.3609383551703393,0.18163627167944027,524,0.4026717557251908,0.12824632183454523,180,0.48333333333333334,0.33706034789457934,0.018621392752669285,47.505563446969695,1.8650568181818181,0.08825009195692336,4H
2.0,trend+pullback_ema20,1,1649,0.3790175864160097,0.36226001081599907,0.041164511708518994,1208,0.4031456953642384,0.12899130982336124,441,0.3129251700680272,-0.19941320285549333,0.011947003846642865,51.2152314534061,2.0151607034566403,0.09588824753951013,4H
2.0,trend+rsi<40,1,334,0.3772455089820359,0.35812514813180135,0.05116331974488522,260,0.40384615384615385,0.13932939535561986,74,0.28378378378378377,-0.2586093783468853,0.0265214484963411,42.49451097804391,1.6467065868263473,0.08057320720122255,4H
2.0,trend+bb_lo,1,171,0.34502923976608185,0.3586482205808559,-0.04674314789377821,141,0.3475177304964539,-0.03382426548501389,30,0.3333333333333333,-0.10746189521497056,0.03635304981474675,40.89473684210526,1.590643274853801,0.08183086719202383,4H
2.0,trend+hammer,1,448,0.36607142857142855,0.3609920851346538,0.00650608763650763,345,0.3739130434782609,0.04290598461603963,103,0.33980582524271846,-0.11541589739202188,0.022759571071226493,50.674293154761905,1.9754464285714286,0.0917081980777781,4H
2.0,trend+bull_engulf,1,526,0.35551330798479086,0.3616961534089233,-0.027198177190295297,380,0.3763157894736842,0.04976920232210549,146,0.3013698630136986,-0.227524233455448,0.020870941277092155,49.30069708491762,1.935361216730038,0.0937381011446679,4H
2.0,trend+marubozu,1,122,0.28688524590163933,0.3618174957465757,-0.236639727498689,82,0.3170731707317073,-0.1293432794250138,40,0.225,-0.45659744604972313,0.040949999658279314,51.045081967213115,2.0163934426229506,0.097295465203607,4H
2.0,trend+lowvol,1,2354,0.3806287170773152,0.3656657742424923,0.03425609368656481,1504,0.3796542553191489,0.05444878386916407,850,0.38235294117647056,-0.001473089883587323,0.01000744193804427,44.51816057774002,1.7187765505522514,0.10763005754538083,4H
2.0,trend+hivol,1,1403,0.42266571632216676,0.360325601170367,0.18341301584976907,1275,0.4549019607843137,0.28359482417028486,128,0.1015625,-0.8144917154678692,0.01318813395055092,68.21531242575433,2.7248752672843906,0.08458413311673128,4H
2.0,trend+near_ema200,1,667,0.4482758620689655,0.3630011738761132,0.24828967516775988,430,0.40232558139534885,0.12019254035267546,237,0.5316455696202531,0.4807021982499805,0.01925620729980726,53.70027486256872,2.12143928035982,0.0965379110391367,4H
2.0,trend+far_ema200,1,2629,0.36591860022822364,0.3620828508693285,0.009302674234784277,2042,0.38491674828599415,0.07204188360542034,587,0.29982964224872233,-0.20894854473427674,0.009394408845083826,52.048560923037904,2.0334728033472804,0.08845312644988669,4H
2.0,rsi>70,1,804,0.48756218905472637,0.36177735611059686,0.3756270377576865,640,0.5109375,0.45061533097680007,164,0.39634146341463417,0.08298979592699972,0.01762818373414539,55.63059701492537,2.1853233830845773,0.08705952940649252,4H
2.0,rsi<30,1,570,0.30985915492957744,0.35653934768928114,-0.14739363576021006,386,0.2890625,-0.20401729078569228,184,0.3532608695652174,-0.028607055108926784,0.01940335653389701,64.84312865497076,2.5701754385964914,0.07776690623110338,4H
2.0,bb_break_up,1,775,0.3961290322580645,0.3609905530522394,0.09802717992125189,553,0.4358047016274864,0.22640551633739386,222,0.2972972972972973,-0.22176209952976836,0.01756869731195703,47.43376344086022,1.8529032258064515,0.09035991685294162,4H
2.0,div_bull,1,131,0.3969465648854962,0.3600864038173994,0.10418412536926966,85,0.4117647058823529,0.1563664097468102,46,0.3695652173913043,0.007760339019466504,0.04274725914262663,62.825699745547084,2.4732824427480917,0.08665556928721889,4H
2.0,d1_trend,1,6228,0.3447334617854849,0.36222849415777797,-0.06136471078455177,4625,0.35264864864864864,-0.02606459917967382,1603,0.32189644416718655,-0.1632131301061741,0.006022494523663186,52.62604367373154,2.071290944123314,0.0955650961410065,4H
2.0,all,-1,11128,0.33906545421806067,0.3606820697035024,-0.07426265972242511,7907,0.32105796001012404,-0.12059530135309894,3221,0.38346333853354136,0.0394759920545814,0.004491822767230715,57.10174035466091,2.251527677929547,0.09165039875255865,4H
2.0,trend,-1,5715,0.3698630136986301,0.359665582277104,0.020624141695039504,3916,0.3569419585783687,-0.016184648112468,1799,0.39820527201346045,0.1007482222321153,0.006397778592302309,62.12939632545932,2.457917760279965,0.08899803851971572,4H
2.0,trend+50,-1,5046,0.3586069651741294,0.35888866940025405,-0.010236111376767809,3470,0.3477633477633478,-0.04363996030916168,1576,0.38269230769230766,0.06331170321422634,0.006765555280189463,60.23189985467037,2.3872374157748713,0.08623507291607142,4H
2.0,trend+d1,-1,3818,0.35238346062681064,0.35832282108752267,-0.026997436402243863,2637,0.3343465045592705,-0.07951074166751688,1181,0.3931330472103004,0.09025708178956394,0.007752583014944361,64.31777108433735,2.5573598742797277,0.08448584916477034,4H
2.0,trend+macd,-1,1772,0.38404977375565613,0.3586817183564301,0.06500135787668587,1223,0.3565004088307441,-0.014922259537027822,549,0.44587155963302755,0.2430461376525908,0.011567125191687063,59.911117381489845,2.3718961625282167,0.0867417947696867,4H
2.0,volspike1.8+bar,-1,447,0.4125560538116592,0.35731628669242,0.15168652948258468,300,0.41,0.14368842902527562,147,0.4178082191780822,0.1680091834770929,0.02331080487531482,47.5617076808352,1.9977628635346756,0.085633887745273,4H
2.0,volspike2.5+bar,-1,180,0.4022346368715084,0.356876678434671,0.12086814742930388,113,0.37168141592920356,0.02922043678208584,67,0.45454545454545453,0.2754381668790895,0.0366503891747577,43.329166666666666,1.8277777777777777,0.0851442220198759,4H
2.0,trend+run3,-1,658,0.3860182370820669,0.35707202751661443,0.07547471292959974,430,0.36511627906976746,0.01031882466899061,228,0.42543859649122806,0.19835643201759062,0.01897879786958728,57.12196048632219,2.290273556231003,0.08257999831660086,4H
2.0,trend+pullback_ema20,-1,1883,0.3747334754797441,0.3609437646050706,0.031803971981143035,1272,0.3781446540880503,0.0427071775447122,611,0.3675496688741722,0.009105318172861497,0.011175769026992197,64.94622942113648,2.5724907063197024,0.09201421938871174,4H
2.0,trend+rsi<40,-1,406,0.4039408866995074,0.3592304979189816,0.12587403765874872,300,0.38,0.05395935442552824,106,0.4716981132075472,0.32940616001691997,0.024352332039122106,49.06711822660098,1.9014778325123152,0.08594862243977344,4H
2.0,trend+bb_lo,-1,181,0.35911602209944754,0.3599436147131427,-0.01399264315866567,119,0.3949579831932773,0.09266216278846995,62,0.2903225806451613,-0.21870106102494202,0.03565888921362829,48.396408839779006,1.8895027624309393,0.09134070945700823,4H
2.0,trend+hammer,-1,369,0.3967391304347826,0.3594605948363038,0.10536471512725276,267,0.37593984962406013,0.04534995061949257,102,0.45098039215686275,0.26246218692697787,0.025502407858218865,58.75609756097561,2.2953929539295395,0.08658130154568337,4H
2.0,trend+bull_engulf,-1,576,0.3776223776223776,0.35925750851702526,0.04221358005953076,402,0.35323383084577115,-0.028640173449341624,174,0.43529411764705883,0.20591018299382216,0.020270190553421743,57.19574652777778,2.2569444444444446,0.08974294512413149,4H
2.0,trend+marubozu,-1,94,0.3829787234042553,0.35703812457684564,0.06944128913641948,57,0.3157894736842105,-0.1263626033116624,37,0.4864864864864865,0.37108512344832945,0.050138745881325664,49.95390070921985,2.0,0.07949488107634646,4H
2.0,trend+lowvol,-1,1824,0.40208447613823367,0.3684079943897469,0.09130002959164574,1342,0.40536512667660207,0.1031784043188664,482,0.39293139293139295,0.058227874230794806,0.011483789767325002,47.305464181286546,1.831140350877193,0.11486450134616175,4H
2.0,trend+hivol,-1,1950,0.35379061371841153,0.35798724374262475,-0.011985407257844244,1138,0.3106796116504854,-0.13885874407380283,812,0.4143920595533499,0.1658247618265903,0.010858526103973608,84.05247863247864,3.3682051282051284,0.07496034968273053,4H
2.0,trend+near_ema200,-1,760,0.4473684210526316,0.36537046079477836,0.2347816064936259,516,0.4108527131782946,0.1292544781603886,244,0.5245901639344263,0.4579455336245703,0.018036144882805798,66.33256578947369,2.5723684210526314,0.10732365666426885,4H
2.0,trend+far_ema200,-1,2071,0.33527980535279805,0.35659428864788345,-0.07065744009080689,1432,0.3100558659217877,-0.14661728936012897,639,0.39325842696629215,0.09956870099474743,0.010413991558603767,66.2800981812329,2.6465475615644616,0.0757970893298737,4H
2.0,rsi>70,-1,570,0.3684210526315789,0.3536048256009136,0.032991436302642514,386,0.33678756476683935,-0.06075934965460376,184,0.43478260869565216,0.22966428075643092,0.02020452357762933,51.75701754385965,2.017543859649123,0.07227172159209433,4H
2.0,rsi<30,-1,804,0.25497512437810943,0.358856788264108,-0.3162374205284913,640,0.2390625,-0.3577518820757677,164,0.3170731707317073,-0.15422976570985178,0.015371146741455548,45.83354063018242,1.7761194029850746,0.08116279366281967,4H
2.0,bb_break_up,-1,728,0.4010989010989011,0.356110548636744,0.12338152287849198,520,0.38461538461538464,0.07815794840427517,208,0.4423076923076923,0.23644045906403394,0.01816509198457044,45.231341575091584,1.7596153846153846,0.07991518041821132,4H
2.0,div_bull,-1,149,0.37583892617449666,0.36310635507791383,0.027067113402357606,118,0.3389830508474576,-0.06717811050533753,31,0.5161290322580645,0.3858069979542297,0.03967857668771743,61.28691275167784,2.348993288590604,0.10044966512113232,4H
2.0,d1_trend,-1,4900,0.3404386144701783,0.3588047815531075,-0.06426067705536503,3282,0.32712847116264876,-0.09980793360872388,1618,0.367665418227216,0.007844450267331953,0.006783933919763026,61.10498299319727,2.4320408163265306,0.08599348520379893,4H
0.25,all,1,1854,0.7904967602591793,0.8206923262388495,-0.04058765056305335,1317,0.8078967350037966,-0.01649441418438085,537,0.7476635514018691,-0.09967664927946242,0.009456380257815929,48.47954872348076,1.5420711974110033,0.028652635082103826,1D
0.25,trend,1,1038,0.7861271676300579,0.8219853692305656,-0.047086687861561206,771,0.8002594033722439,-0.026306853050085434,267,0.7453183520599251,-0.10709137939582271,0.012726985119621543,43.559489402697494,1.334296724470135,0.02974564739913347,1D
0.25,trend+50,1,974,0.784394250513347,0.8222868839728956,-0.04963267017975934,708,0.7980225988700564,-0.029377226180062305,266,0.7481203007518797,-0.10354565646466724,0.013177040821054817,44.10258384668035,1.3593429158110883,0.030125483321443117,1D
0.25,trend+d1,1,1005,0.7830845771144279,0.8220642094629254,-0.051000680481355386,747,0.7978580990629184,-0.029352491072339,258,0.7403100775193798,-0.11367974051443763,0.013000693521491335,43.42313432835821,1.3293532338308458,0.029856401874390197,1D
0.25,trend+macd,1,308,0.7954545454545454,0.8213879601724084,-0.033881861526773756,239,0.8117154811715481,-0.009986908556388277,69,0.7391304347826086,-0.11664843775752924,0.0229840862203378,38.73971861471862,1.146103896103896,0.028200043344955576,1D
0.25,trend+run3,1,135,0.8,0.8202757926606917,-0.026765779430098037,102,0.8235294117647058,0.006021024952018488,33,0.7272727272727273,-0.12810681115664,0.03442651863295482,35.593827160493824,1.0592592592592593,0.026765779430098023,1D
0.25,trend+pullback_ema20,1,348,0.7614942528735632,0.8220843387077797,-0.07765790840745745,235,0.7617021276595745,-0.0764453560021004,113,0.7610619469026548,-0.08017958818850977,0.022845102830067774,47.09961685823755,1.471264367816092,0.029525724499411488,1D
0.25,trend+rsi<40,1,53,0.8113207547169812,0.8212912527349298,-0.01240204210352112,39,0.7948717948717948,-0.03268738667670119,14,0.8571428571428571,0.044107132064623314,0.05374281657701909,49.341194968553474,1.528301886792453,0.026552985499747543,1D
0.25,trend+hammer,1,74,0.7432432432432432,0.8201972155859757,-0.09923998720613425,54,0.7592592592592593,-0.07519026785163863,20,0.7,-0.1641742294632724,0.05078208939110117,39.361486486486484,1.162162162162162,0.02829404126018831,1D
0.25,trend+bull_engulf,1,102,0.7941176470588235,0.8253278973894634,-0.03976356681025541,76,0.7894736842105263,-0.04415914016011696,26,0.8076923076923077,-0.02691496778758318,0.04003611233704545,53.91176470588236,1.7843137254901962,0.03241062563378482,1D
0.25,trend+lowvol,1,451,0.7583148558758315,0.8289104478550142,-0.09009744184531734,274,0.7445255474452555,-0.10260258563198506,177,0.7796610169491526,-0.07073919666143624,0.020158652070268228,45.87730968218773,1.4323725055432373,0.0379910116901067,1D
0.25,trend+hivol,1,195,0.7692307692307693,0.8181517411958132,-0.06124020402935296,162,0.7777777777777778,-0.05059792811916453,33,0.7272727272727273,-0.11348410395209614,0.030171713098182156,46.268376068376064,1.4102564102564104,0.022778665567814497,1D
0.25,trend+near_ema200,1,114,0.7543859649122807,0.8216412168767823,-0.08456602184877936,82,0.8048780487804879,-0.02244703673498678,32,0.625,-0.24374592120287278,0.040315399179649145,53.62865497076024,1.7105263157894737,0.027548477989130217,1D
0.25,trend+far_ema200,1,511,0.7945205479452054,0.8229713699968171,-0.038339731054797425,363,0.8236914600550964,0.0035143643884550484,148,0.722972972972973,-0.14099538406763965,0.017874187778027285,43.78245270711024,1.3385518590998042,0.031490415986304275,1D
0.25,rsi>70,1,155,0.8258064516129032,0.820382908758328,0.005755389502550273,136,0.8308823529411765,0.01389567915956881,19,0.7894736842105263,-0.052511946989793015,0.03046416785577072,32.512365591397845,0.9032258064516129,0.026502675013578766,1D
0.25,rsi<30,1,72,0.8194444444444444,0.8131251629438937,0.0040935948270373985,46,0.9130434782608695,0.12027007796941537,26,0.6538461538461539,-0.20144941380947753,0.04533137969344014,32.46180555555556,0.9027777777777778,0.020211960728518163,1D
0.25,bb_break_up,1,129,0.8604651162790697,0.8197520184606721,0.048700074164875325,98,0.8775510204081632,0.07375654824163444,31,0.8064516129032258,-0.030510714851976088,0.030507960575814938,31.00581395348837,0.8527131782945736,0.026881321183961884,1D
0.25,d1_trend,1,1038,0.7842003853564548,0.8218680069339787,-0.049471484101524354,770,0.7987012987012987,-0.028268194422983787,268,0.7425373134328358,-0.11039138355106255,0.012768508835555678,43.29784842646115,1.323699421965318,0.029721965797092756,1D
0.25,all,-1,1854,0.7871420853592652,0.8200845338216469,-0.04460576009413249,1317,0.7881548974943052,-0.039461138506305844,537,0.7846441947565543,-0.05722301639053417,0.009514111979091525,46.114032722042424,1.4439050701186624,0.028283603946366472,1D
0.25,trend,-1,816,0.7847478474784748,0.8185509291956127,-0.0461893324046891,546,0.7875457875457875,-0.0393419249072218,270,0.7790262172284644,-0.0600363120106785,0.014414299623938654,51.14889705882353,1.6433823529411764,0.026567668804250114,1D
0.25,trend+50,-1,617,0.7980456026058632,0.819015090726462,-0.030121902826753224,402,0.8009950248756219,-0.0224670390186245,215,0.7924528301886793,-0.04443471794706832,0.016201541063916677,49.72190707725554,1.6045380875202593,0.026862133786302308,1D
0.25,trend+d1,-1,783,0.7884615384615384,0.8185300005871818,-0.04165720574522914,523,0.7915869980879541,-0.034398570553871105,260,0.7821011673151751,-0.05625822961092238,0.014623038585475685,51.1823116219668,1.648786717752235,0.02663641711437573,1D
0.25,trend+macd,-1,292,0.7827586206896552,0.8177969914411447,-0.04861184697141609,203,0.8078817733990148,-0.013190291593246098,89,0.7241379310344828,-0.12940483283398366,0.02421509663239341,51.39383561643836,1.6712328767123288,0.02533637284613607,1D
0.25,trend+run3,-1,134,0.7669172932330827,0.8182555088519958,-0.06959873865601637,85,0.788235294117647,-0.03605638639895347,49,0.7291666666666666,-0.12778445175500303,0.03666092945725885,49.08644278606965,1.5671641791044777,0.025900990026587002,1D
0.25,trend+pullback_ema20,-1,226,0.7256637168141593,0.8214435627802559,-0.12223290785575656,140,0.75,-0.08936142106994455,86,0.686046511627907,-0.17574463053033434,0.029679399526522616,46.629793510324475,1.4823008849557522,0.029312553873455702,1D
0.25,trend+rsi<40,-1,63,0.8095238095238095,0.8210853094094143,-0.016449462796632768,30,0.7333333333333333,-0.10481013783772909,33,0.8787878787878788,0.06387842360436387,0.04947261729993521,36.20238095238095,0.9841269841269841,0.02835422470139469,1D
0.25,trend+hammer,-1,54,0.6481481481481481,0.8198647111793885,-0.21838681201774135,41,0.6829268292682927,-0.17032555389154183,13,0.5384615384615384,-0.369964626108063,0.06498605636771093,59.59722222222222,2.0555555555555554,0.028571997202926563,1D
0.25,trend+bull_engulf,-1,77,0.8311688311688312,0.8180672824557913,0.014090963163585494,52,0.8269230769230769,0.01222012236732318,25,0.84,0.017982312019811122,0.04268994304484769,55.01406926406926,1.7792207792207793,0.024870075797453466,1D
0.25,trend+lowvol,-1,193,0.7512953367875648,0.8313417002660956,-0.10156785277473021,137,0.708029197080292,-0.15443380700344794,56,0.8571428571428571,0.02776492810624002,0.03111491767815337,54.29490500863559,1.7150259067357514,0.04068702375918616,1D
0.25,trend+hivol,-1,172,0.75,0.8202516761377161,-0.08806346094414294,48,0.6458333333333334,-0.21536661631142265,124,0.7903225806451613,-0.03878482015680887,0.033016908987210894,57.84786821705427,1.930232558139535,0.02556346094414294,1D
0.25,trend+near_ema200,-1,142,0.704225352112676,0.8196104107760622,-0.14796228967681652,95,0.7052631578947368,-0.14294989158062213,47,0.7021276595744681,-0.15809373263720952,0.038299413958158744,60.10152582159624,1.971830985915493,0.028243979817661607,1D
0.25,trend+far_ema200,-1,389,0.7797927461139896,0.819032492563108,-0.05318642036639949,269,0.8029739776951673,-0.022142206904194234,120,0.7264957264957265,-0.12277719887750958,0.02109170816754421,51.631105398457585,1.6940874035989717,0.026807814973190725,1D
0.25,rsi>70,-1,72,0.7777777777777778,0.8167672944905033,-0.05074938141015506,46,0.7608695652173914,-0.07177720518189909,26,0.8076923076923077,-0.013546308583223322,0.04899539464934427,49.914351851851855,1.6527777777777777,0.02297160363237729,1D
0.25,rsi<30,-1,155,0.7419354838709677,0.8186316325881613,-0.09686366258464912,136,0.7426470588235294,-0.09481930664395107,19,0.7368421052631579,-0.1114969472128036,0.035146442177039834,26.346774193548388,0.6709677419354839,0.024283017423358796,1D
0.25,bb_break_up,-1,94,0.8404255319148937,0.816005276474274,0.02766677474481468,61,0.8524590163934426,0.04413740411393535,33,0.8181818181818182,-0.002778934089014468,0.03777177506693377,37.57624113475177,1.1702127659574468,0.022865140148802345,1D
0.25,d1_trend,-1,816,0.7859778597785978,0.8184146711294279,-0.04448570556009306,547,0.7897623400365631,-0.03642390544947955,269,0.7781954887218046,-0.06087903143557849,0.014384316648937181,50.209660947712415,1.6115196078431373,0.026395904704752116,1D
0.33,all,1,1854,0.7455429497568882,0.7744220787141223,-0.04091089381162565,1317,0.7691723614274867,-0.007128245465558787,537,0.6872659176029963,-0.1237633107050522,0.010123725678981888,62.01119201725998,2.0738942826321467,0.03253086221861479,1D
0.33,trend,1,1038,0.7369942196531792,0.7758643093224128,-0.053708992290980015,771,0.7587548638132295,-0.0214717772371682,267,0.6741573033707865,-0.14679847845760513,0.013665200583435667,56.62973667308927,1.8381502890173411,0.03391130442970835,1D
0.33,trend+50,1,974,0.7340862422997947,0.7763384004412421,-0.058175479500939015,708,0.7556497175141242,-0.026155334696069503,266,0.6766917293233082,-0.14340203033495258,0.01415677949657124,57.73605407255305,1.88911704312115,0.03451018175966593,1D
0.33,trend+d1,1,1005,0.736318407960199,0.7756959742101934,-0.05455049499087161,747,0.7576974564926372,-0.02278102270143341,258,0.6744186046511628,-0.1465341996428497,0.01389919680055843,55.516169154228855,1.7940298507462686,0.03385397757793631,1D
0.33,trend+macd,1,308,0.762987012987013,0.7749274902631971,-0.01710926538941402,239,0.7824267782426778,0.012193460096612969,69,0.6956521739130435,-0.11860711163811617,0.024230885558221196,49.50784632034632,1.577922077922078,0.031881992662141305,1D
0.33,trend+run3,1,135,0.725925925925926,0.7754284182748401,-0.06626909806227069,102,0.7450980392156863,-0.03774224283009484,33,0.6666666666666666,-0.1544430142344506,0.038389569956445685,52.857407407407415,1.7333333333333334,0.03175057954375219,1D
0.33,trend+pullback_ema20,1,348,0.6982758620689655,0.7769567757169741,-0.10597295087186796,235,0.7063829787234043,-0.0951505002868177,113,0.6814159292035398,-0.12847981713281315,0.024605314497006054,64.20450191570882,2.1522988505747125,0.0346798474235921,1D
0.33,trend+rsi<40,1,53,0.7547169811320755,0.7783562775365954,-0.028038709154925248,39,0.717948717948718,-0.07827587146714654,14,0.8571428571428571,0.1119076715719769,0.05910005260077503,75.02672955974843,2.6037735849056602,0.03181229406058564,1D
0.33,trend+hammer,1,74,0.7027027027027027,0.7769239251218725,-0.09956688420170087,54,0.7037037037037037,-0.0957980321462073,20,0.7,-0.10974278475153351,0.05313313394862917,62.85022522522523,2.108108108108108,0.034161478796295476,1D
0.33,trend+bull_engulf,1,102,0.7549019607843137,0.7781583147549896,-0.03148820447336887,76,0.75,-0.037128896034263184,26,0.7692307692307693,-0.015000029141523865,0.04259073248962808,64.14460784313725,2.156862745098039,0.03550781231650613,1D
0.33,trend+lowvol,1,451,0.7095343680709535,0.7817165046093163,-0.09806280218583648,274,0.7043795620437956,-0.09931044846093576,177,0.7175141242937854,-0.09613141755658672,0.02137695407217275,54.319105691056905,1.7494456762749446,0.041743511720204546,1D
0.33,trend+hivol,1,195,0.7384615384615385,0.7736814975087238,-0.04673151884662977,162,0.7530864197530864,-0.027272954753445815,33,0.6666666666666666,-0.14225537894044188,0.03147128073580054,68.63846153846154,2.3025641025641024,0.028885365000475935,1D
0.33,trend+near_ema200,1,114,0.6578947368421053,0.7772506967026114,-0.15753999678180042,82,0.7195121951219512,-0.07644111068800484,32,0.5,-0.36535589239715166,0.04443300220434016,75.32748538011695,2.5789473684210527,0.032539996781800445,1D
0.33,trend+far_ema200,1,511,0.7514677103718199,0.7763770274452778,-0.035722794212005096,363,0.7988980716253443,0.032591528628079125,148,0.6351351351351351,-0.2032775184751847,0.019117721138438872,54.89383561643836,1.761252446183953,0.03517484900652567,1D
0.33,rsi>70,1,155,0.7935483870967742,0.7733683114029423,0.025667309869802524,136,0.8014705882352942,0.03843995468840594,19,0.7368421052631579,-0.06575793725283241,0.03251097526175136,40.965053763440864,1.232258064516129,0.029752044968907175,1D
0.33,rsi<30,1,72,0.7777777777777778,0.7652296175110695,0.012954714182725856,46,0.8913043478260869,0.16338968662519576,26,0.5769230769230769,-0.25319946783087477,0.04899539464934427,38.84722222222222,1.125,0.0214897302617186,1D
0.33,bb_break_up,1,129,0.7751937984496124,0.7747835275124246,-0.0023717578568786986,98,0.8061224489795918,0.045593877733166685,31,0.6774193548387096,-0.1540050574641189,0.036754831280266874,46.419250645994836,1.4728682170542635,0.0333795097948632,1D
0.33,d1_trend,1,1038,0.7369942196531792,0.7754939349877759,-0.05349447242733546,770,0.7571428571428571,-0.023496959609419568,268,0.6791044776119403,-0.13968135626985498,0.013665200583435667,55.37018304431599,1.7890173410404624,0.033696784566063794,1D
0.33,all,-1,1854,0.7341977309562399,0.7739293113759581,-0.05631790945279171,1317,0.7357630979498861,-0.050114515291409485,537,0.7303370786516854,-0.07153182027316486,0.010267924144759926,59.981975907946776,1.9892125134843581,0.03256317509574846,1D
0.33,trend,-1,816,0.7367773677736777,0.7724111268864702,-0.05130536310607143,546,0.7435897435897436,-0.03832816690295447,270,0.7228464419475655,-0.07754813765015246,0.01544487790557253,66.65880310457516,2.2549019607843137,0.030666542642887377,1D
0.33,trend+50,-1,617,0.749185667752443,0.7731370994293153,-0.03564525715979109,402,0.7562189054726368,-0.021591521003130186,215,0.7358490566037735,-0.06192247546201292,0.01749390321842398,65.94786601836844,2.2495948136142627,0.03125096623927537,1D
0.33,trend+d1,-1,783,0.7410256410256411,0.7724165251311356,-0.04580933767635072,523,0.7495219885277247,-0.03051807436071642,260,0.7237354085603113,-0.0765683019612613,0.015685475903464897,66.88665389527459,2.2669220945083013,0.03077577765341561,1D
0.33,trend+macd,-1,292,0.7275862068965517,0.7717910940095205,-0.06325496236007727,203,0.7586206896551724,-0.017280990799384763,89,0.6551724137931034,-0.168116942436713,0.02614314167533599,68.46974885844749,2.3321917808219177,0.029294556727947913,1D
0.33,trend+run3,-1,134,0.7293233082706767,0.771508837063987,-0.06168400442913182,85,0.7529411764705882,-0.022130428151312023,49,0.6875,-0.13029735103351306,0.03852650881968186,61.098880597014926,2.0522388059701493,0.029254912516120363,1D
0.33,trend+pullback_ema20,-1,226,0.6592920353982301,0.7749404720785362,-0.15678440875096744,140,0.6785714285714286,-0.12851736398019928,86,0.627906976744186,-0.2028005281452412,0.031526505736863705,58.981932153392336,1.9557522123893805,0.03364281583061348,1D
0.33,trend+rsi<40,-1,63,0.7619047619047619,0.7759900304565343,-0.020953359605388976,30,0.7,-0.0922008544316935,33,0.8181818181818182,0.04381709023670603,0.053660587601810576,50.76058201058201,1.5873015873015872,0.03428669293872232,1D
