variant,stop,rr,n,wr,be,expR,e_tr,e_te,lo,hi,p,tpm,level,tf
MFI+RSI,atr,1.0,1617,0.4935064935064935,0.578997201488812,-0.2262157969602924,-0.2165769691923919,-0.24884608824145024,-0.27988564186436315,-0.17569672913368425,1.0,26.59467505642261,primary,15m
MFI+RSI,atr,2.0,1523,0.31910702560735393,0.3876547361511453,-0.2604424951346214,-0.23735982496103514,-0.31378353512271334,-0.3333030346465518,-0.19114324784606904,1.0,25.048664261553267,primary,15m
MFI+RSI,spec,0.25,860,0.8,0.8695709677493506,-0.10015917810795358,-0.0984383693320366,-0.10555325177092413,-0.1330139022525584,-0.06798274566047892,1.0,14.144354080719507,primary,15m
MFI+RSI,spec,0.5,836,0.6734449760765551,0.7261693435858367,-0.09241519158339696,-0.09933139937719346,-0.07084888846283946,-0.13763544167863764,-0.04868561711814745,1.0,13.749627920327335,primary,15m
MFI+RSI,spec,0.75,817,0.5752753977968176,0.6239315993708175,-0.09881337520203827,-0.10033176570115461,-0.09412914051226444,-0.15727575325637203,-0.04043446742170904,0.9995,13.437136376683531,primary,15m
MFI+RSI,spec,1.0,800,0.50375,0.5469147662367121,-0.10004326805407296,-0.11136049782176212,-0.06493083723637072,-0.17315590305447692,-0.03054213317060086,0.99725,13.157538679739076,primary,15m
MFI+RSI,spec,2.0,745,0.3208053691275168,0.3677317074206164,-0.1542232980551261,-0.17708746691250524,-0.0855078658439706,-0.2541642727402166,-0.05182543384343383,0.998,12.252957895507015,primary,15m
MFI_only,atr,0.25,3124,0.7874519846350833,0.9244656318365889,-0.2252822679890187,-0.20724231831602113,-0.26930928172840485,-0.24905677104444834,-0.2027426194239843,1.0,51.361398881524906,primary,15m
MFI_only,atr,0.5,3063,0.6594841658504734,0.7715099411397542,-0.22136749193869582,-0.2034177095154134,-0.2652626854012561,-0.2503355809700954,-0.19376984932784352,1.0,50.35850344881907,primary,15m
MFI_only,atr,0.75,2976,0.5698924731182796,0.6619790363783427,-0.2137983290124471,-0.19443144307806248,-0.26207915732774395,-0.24802140461927805,-0.18141908576143986,1.0,48.928144389058296,primary,15m
MFI_only,atr,1.0,2905,0.49672977624784853,0.5798107361683049,-0.2193058830271752,-0.19899964253874017,-0.26973061210577126,-0.2579155024925744,-0.1820157001095362,1.0,47.76083986902364,primary,15m
MFI_only,atr,2.0,2622,0.32799389778794813,0.3875481401646486,-0.22990377575189397,-0.19543681718815453,-0.3159333043269876,-0.2846964146585894,-0.1769343646872616,1.0,43.108062697617896,primary,15m
MFI_only,spec,0.25,1431,0.7861635220125787,0.8704388748882824,-0.1186261390094756,-0.10883132988291055,-0.14865056812187255,-0.14788476183950455,-0.09136596795496382,1.0,23.535547313383272,primary,15m
MFI_only,spec,0.5,1392,0.6688218390804598,0.7267438603026367,-0.1002701584050931,-0.10323207464027871,-0.09131592608716207,-0.13924050371188176,-0.06441578540177013,1.0,22.894117302745993,primary,15m
MFI_only,spec,0.75,1361,0.5738427626745041,0.6244394178572115,-0.10220898523170752,-0.09621374097903013,-0.12035435467102402,-0.15161408270056087,-0.05306579150506401,1.0,22.384262678906104,primary,15m
MFI_only,spec,1.0,1322,0.4939485627836611,0.5473433695214303,-0.12049037439043381,-0.12449782928324289,-0.10849222394096622,-0.17541627829838846,-0.06800621944088009,1.0,21.742832668268825,primary,15m
MFI_only,spec,2.0,1182,0.3197969543147208,0.3677416654551761,-0.15712819281654833,-0.17778631503574435,-0.09529340806584671,-0.23742118926499312,-0.07657719228969609,0.99975,19.440263399314485,primary,15m
RSI_only,atr,0.25,4777,0.7994557253506385,0.9252822205789425,-0.21748857746675548,-0.20256408027520817,-0.25467981352376173,-0.23618939268338424,-0.19868526971907818,1.0,78.46935030185837,primary,15m
RSI_only,atr,0.5,4594,0.6667392250761863,0.7719409753370812,-0.2186235157021279,-0.21172873336908696,-0.2356521699536716,-0.2428874910087401,-0.19484743045138872,1.0,75.46330234179136,primary,15m
RSI_only,atr,0.75,4408,0.573049001814882,0.6623163739388315,-0.21665855523957722,-0.2071088011363698,-0.24043842590829245,-0.24489936072153898,-0.18951531536680905,1.0,72.40797490696916,primary,15m
RSI_only,atr,1.0,4225,0.5027218934911243,0.5797798806038373,-0.2135353102831459,-0.20507416150114094,-0.23464269219094322,-0.2457597938133233,-0.18041229834846584,1.0,69.40192694690215,primary,15m
RSI_only,atr,2.0,3558,0.3246205733558179,0.38707761713506383,-0.24127048165966228,-0.22840117999203494,-0.27281337721164517,-0.28790516987528436,-0.19569904885387784,1.0,58.4454570596634,primary,15m
RSI_only,spec,0.25,2195,0.7945330296127563,0.867954144730089,-0.10588544914264611,-0.10284626679017547,-0.11618827731752163,-0.12716515195020597,-0.08540087663638152,1.0,36.096527273648135,primary,15m
RSI_only,spec,0.5,2093,0.6774964166268514,0.7246385193404193,-0.08486097521852587,-0.08845858821788895,-0.07260636925437956,-0.11444978923281457,-0.05667271361025506,1.0,34.41914878530549,primary,15m
RSI_only,spec,0.75,1988,0.5824949698189135,0.6224629328690024,-0.08436152509489327,-0.09048660865089883,-0.06395792431682679,-0.11858417211960309,-0.04769224937170598,1.0,32.692435635541,primary,15m
RSI_only,spec,1.0,1897,0.5144965735371639,0.5455869447869403,-0.07656305493917834,-0.08753965132953402,-0.039450498090493134,-0.12036671599001328,-0.033392634343865905,0.999,31.19595090574511,primary,15m
RSI_only,spec,2.0,1572,0.31615776081424934,0.3668398181240961,-0.16603765452811464,-0.17061099250626194,-0.14983270550728084,-0.23341043168852688,-0.09972728599980438,1.0,25.8513625850455,primary,15m
WT+MFI,atr,0.25,367,0.8092643051771117,0.9109532167916218,-0.1680410598276943,-0.15026484678499696,-0.20204159429825025,-0.22192096375492149,-0.11693249528884203,1.0,6.054660870547056,primary,15m
WT+MFI,atr,0.5,359,0.6908077994428969,0.7604343460481459,-0.14562169299520047,-0.12980758424325445,-0.17596421060056033,-0.21456673216269495,-0.0862953658832462,1.0,5.922679162197256,primary,15m
WT+MFI,atr,0.75,352,0.6079545454545454,0.6531316855855736,-0.12090040336305537,-0.0810739020422059,-0.19888002359631526,-0.2114378884396286,-0.046054051658252784,0.9985,5.807195167391181,primary,15m
WT+MFI,atr,1.0,349,0.5272206303724928,0.5720869020349079,-0.13202111473713868,-0.10305576209851094,-0.18945668578125524,-0.2422163227281132,-0.029776749216544128,0.99375,5.757702026760007,primary,15m
WT+MFI,atr,2.0,343,0.33819241982507287,0.3840047863617917,-0.1798356446118524,-0.14045274270253247,-0.2569039095550907,-0.33865300392873715,-0.03111061264394774,0.9915,5.658715745497656,primary,15m
WT+MFI,spec,0.25,207,0.8067632850241546,0.8693159059757047,-0.09055473396035475,-0.08758434347992129,-0.09856417972009493,-0.15047970455579082,-0.035159821507530886,0.999,3.426109868201204,primary,15m
WT+MFI,spec,0.5,204,0.696078431372549,0.7264111902622744,-0.05805677448706006,-0.046713833823478386,-0.08803454624081164,-0.15981058988314828,0.03319203736879133,0.89575,3.3764561019953896,primary,15m
WT+MFI,spec,0.75,201,0.5970149253731343,0.624497056290606,-0.06109878534141516,-0.05379848041631942,-0.08000136059389525,-0.1828785350783735,0.04720942954244416,0.87325,3.326802335789575,primary,15m
WT+MFI,spec,1.0,201,0.5124378109452736,0.5479562297364015,-0.08415910266607668,-0.11361683222843222,-0.00788462433497764,-0.2275590597462629,0.03199721970735555,0.91675,3.326802335789575,primary,15m
WT+MFI,spec,2.0,200,0.325,0.3679773001889266,-0.14353306191052273,-0.14238995045126754,-0.14654671939401373,-0.3530624997294838,0.025251652154639554,0.9535,3.310251080387637,primary,15m
WT+RSI,atr,0.25,846,0.7943262411347518,0.9085317920962005,-0.18469600280320048,-0.16265478079873646,-0.23249325950951005,-0.2197858118943466,-0.14735664113656768,1.0,13.933231360569904,primary,15m
WT+RSI,atr,0.5,827,0.6723095525997581,0.7580634749856588,-0.1705465598974307,-0.16115253665095206,-0.1912643863596258,-0.2157691274211002,-0.12020619459384721,1.0,13.620310088878618,primary,15m
WT+RSI,atr,0.75,813,0.5682656826568265,0.6510138955363517,-0.18708265376976135,-0.17030992658303978,-0.22507389125293786,-0.24220899083376182,-0.1269827346747835,1.0,13.389736520263986,primary,15m
WT+RSI,atr,1.0,799,0.4956195244055069,0.5703966444136496,-0.19226922775646796,-0.17736333930757434,-0.22617401500702516,-0.2594298365249648,-0.12090321343551343,1.0,13.159162951649355,primary,15m
WT+RSI,atr,2.0,776,0.3079896907216495,0.38243169336944643,-0.2646906258978244,-0.25418360356808556,-0.2885863433481587,-0.3563690669738243,-0.16884297262376935,1.0,12.780363517496745,primary,15m
WT+RSI,spec,0.25,481,0.7817047817047817,0.8669655229737048,-0.12028471720742578,-0.1218763708368574,-0.11458508135346117,-0.15856182908667243,-0.0753583641999897,1.0,7.931817843236837,primary,15m
WT+RSI,spec,0.5,473,0.6575052854122622,0.7239439740620647,-0.11342975041791376,-0.10307107420695363,-0.15110689624405307,-0.17172151987142262,-0.04868889168158394,0.99975,7.800291871942032,primary,15m
WT+RSI,spec,0.75,464,0.5495689655172413,0.6225506351513674,-0.14151396506198113,-0.1419584893790942,-0.1398750622766655,-0.21614588147990657,-0.06344270476436065,1.0,7.65187194203193,primary,15m
WT+RSI,spec,1.0,463,0.47516198704103674,0.5456476374435368,-0.15500411302333147,-0.16584838805020502,-0.11461472134160869,-0.24425693755896927,-0.060749879732133576,0.999,7.635380838708585,primary,15m
WT+RSI,spec,2.0,454,0.2775330396475771,0.36669610031366034,-0.2826146770214516,-0.29019605308547586,-0.2543424621160283,-0.39585657638866584,-0.15901906290346227,1.0,7.486960908798483,primary,15m
WT_only,atr,0.25,1008,0.7916666666666666,0.9089392342088157,-0.1875977328090957,-0.17603698225577608,-0.2130313840263989,-0.21741669315832524,-0.15257983241011086,1.0,16.601296940253505,primary,15m
WT_only,atr,0.5,994,0.6680080482897385,0.7585740346254927,-0.17694734357708375,-0.16692188613925452,-0.19886196528413355,-0.2180726773925027,-0.13242913537328335,1.0,16.37072337163887,primary,15m
WT_only,atr,0.75,983,0.5615462868769074,0.6515111224677684,-0.19869198410898214,-0.2054395136937479,-0.18397407168136998,-0.24686572861307268,-0.14889175480136832,1.0,16.18955842487023,primary,15m
WT_only,atr,1.0,975,0.49435897435897436,0.570878944166567,-0.19448474474557956,-0.19748427948598685,-0.18795806980554025,-0.25116851212013697,-0.13627874086996536,1.0,16.057802099947587,primary,15m
WT_only,atr,2.0,961,0.29968782518210196,0.38297649155238617,-0.291257848608775,-0.3341981424060137,-0.19890101998258297,-0.3732679767361563,-0.20531258498772453,1.0,15.827228531332953,primary,15m
WT_only,spec,0.25,556,0.7787769784172662,0.8677557616772574,-0.12451092471931328,-0.13059235566555602,-0.10417613999281417,-0.161561372617278,-0.08284983872108187,1.0,9.16905344777964,primary,15m
WT_only,spec,0.5,551,0.6533575317604355,0.725001526136268,-0.12080250631412837,-0.12354553140658625,-0.11164469025741866,-0.17225080242887184,-0.06520603138177825,1.0,9.086597931162917,primary,15m
WT_only,spec,0.75,546,0.532967032967033,0.6231164082971629,-0.17090482817234257,-0.1798507079548816,-0.14077510506475105,-0.23597134302846676,-0.10046251695128285,1.0,9.004142414546193,primary,15m
WT_only,spec,1.0,545,0.45871559633027525,0.5462290243393287,-0.1882776888572828,-0.209067341788145,-0.11842445500958564,-0.2656445004607894,-0.10650332242395653,1.0,8.987651311222848,primary,15m
WT_only,spec,2.0,538,0.27137546468401486,0.3670063786269755,-0.30057713109480666,-0.3462515938118969,-0.14647223656153474,-0.4052588406383729,-0.1901024443612263,1.0,8.872213587959436,primary,15m
DIAG_any_two,atr,0.25,4893,0.7884733292458614,0.9209123278745933,-0.21907062765289093,-0.2056353962980866,-0.2515101953344142,-0.23763323073185091,-0.20164546524812238,1.0,80.4051055215345,secondary,15m
DIAG_any_two,atr,0.5,4745,0.6632244467860906,0.7684377273283993,-0.21096480471261692,-0.19917535601858877,-0.23953678029937062,-0.23375034394185457,-0.1888678359018486,1.0,77.97306881252426,secondary,15m
DIAG_any_two,atr,0.75,4554,0.5711462450592886,0.6591874749847133,-0.20646136095069761,-0.20035798891126566,-0.2214146224473058,-0.23177510932401624,-0.180474577545143,1.0,74.83442684346375,secondary,15m
DIAG_any_two,atr,1.0,4394,0.4970414201183432,0.5774378571210628,-0.21313064296225595,-0.19943432589698068,-0.2466355942772313,-0.2431431080590746,-0.18324467533055608,1.0,72.20519796885807,secondary,15m
DIAG_any_two,atr,2.0,3770,0.31724137931034485,0.38562419761527855,-0.25343165212262053,-0.24857578617111412,-0.26520304742195816,-0.29488652862703935,-0.21118396522971591,1.0,61.95120535789599,secondary,15m
DIAG_any_two,spec,0.25,2280,0.7855263157894737,0.8692977328919295,-0.1181970050076172,-0.11611872340304115,-0.12486131022671909,-0.13892572127538302,-0.09785512939650949,1.0,37.49898523725637,secondary,15m
DIAG_any_two,spec,0.5,2186,0.6660567246111619,0.7257058603061403,-0.10301018498829516,-0.10871462182399375,-0.08468784162584904,-0.1326374251655275,-0.07364738728439423,1.0,35.952974442387024,secondary,15m
DIAG_any_two,spec,0.75,2099,0.5636017151024297,0.6235450802785271,-0.11858017705496443,-0.11801638917738627,-0.12040225763512122,-0.15578975771434878,-0.08092736189438786,1.0,34.5220921109654,secondary,15m
DIAG_any_two,spec,1.0,2016,0.48561507936507936,0.5466736119011669,-0.13588357444439167,-0.13772948683314912,-0.12996046934727218,-0.17719540205687637,-0.09514536913613361,1.0,33.15699747294247,secondary,15m
DIAG_any_two,spec,2.0,1694,0.3006497341996456,0.36720213234554744,-0.21217961499506102,-0.21822813473965466,-0.19154534190803596,-0.27539761511505106,-0.14683049893678718,1.0,27.861088154347495,secondary,15m
MFI+RSI,atr,0.25,1724,0.7801624129930395,0.9224771934836464,-0.23208435222033796,-0.215440131807113,-0.27051620856795733,-0.262206001381899,-0.2037636420223722,1.0,28.35449585483771,secondary,15m
MFI+RSI,atr,0.5,1698,0.6595995288574794,0.7699441948988297,-0.22026653780235314,-0.2113342806303503,-0.24089952951545915,-0.25734497279101975,-0.1844663021319614,1.0,27.92687584774619,secondary,15m
MFI+RSI,atr,0.75,1652,0.562953995157385,0.6609575958305455,-0.2264172249234164,-0.21246896912073054,-0.25920835773338163,-0.2699104836751008,-0.18307184413513786,1.0,27.17031737366119,secondary,15m
MFI+RSI,atr,1.0,1617,0.4935064935064935,0.578997201488812,-0.2262157969602924,-0.2165769691923919,-0.24884608824145024,-0.27942490067381165,-0.17163041050824052,1.0,26.59467505642261,secondary,15m
MFI+RSI,atr,2.0,1523,0.31910702560735393,0.3876547361511453,-0.2604424951346214,-0.23735982496103514,-0.31378353512271334,-0.3346026978744216,-0.18904866283416422,1.0,25.048664261553267,secondary,15m
MFI+RSI,spec,0.25,860,0.8,0.8695709677493506,-0.10015917810795358,-0.0984383693320366,-0.10555325177092413,-0.13317385573886534,-0.06995815239534864,1.0,14.144354080719507,secondary,15m
MFI+RSI,spec,0.5,836,0.6734449760765551,0.7261693435858367,-0.09241519158339696,-0.09933139937719346,-0.07084888846283946,-0.1366644343596346,-0.05063580283501676,1.0,13.749627920327335,secondary,15m
MFI+RSI,spec,0.75,817,0.5752753977968176,0.6239315993708175,-0.09881337520203827,-0.10033176570115461,-0.09412914051226444,-0.16068845893713038,-0.038797249721284295,0.99925,13.437136376683531,secondary,15m
MFI+RSI,spec,1.0,800,0.50375,0.5469147662367121,-0.10004326805407296,-0.11136049782176212,-0.06493083723637072,-0.17267390027320592,-0.026481305002365535,0.996,13.157538679739076,secondary,15m
MFI+RSI,spec,2.0,745,0.3208053691275168,0.3677317074206164,-0.1542232980551261,-0.17708746691250524,-0.0855078658439706,-0.2542975936497155,-0.05523994800603445,0.998,12.252957895507015,secondary,15m
MFI_only,atr,0.25,3124,0.7874519846350833,0.9244656318365889,-0.2252822679890187,-0.20724231831602113,-0.26930928172840485,-0.24846126307253114,-0.20357189201392686,1.0,51.361398881524906,secondary,15m
MFI_only,atr,0.5,3063,0.6594841658504734,0.7715099411397542,-0.22136749193869582,-0.2034177095154134,-0.2652626854012561,-0.2503002521286078,-0.1947407264235576,1.0,50.35850344881907,secondary,15m
MFI_only,atr,0.75,2976,0.5698924731182796,0.6619790363783427,-0.2137983290124471,-0.19443144307806248,-0.26207915732774395,-0.24707362180594247,-0.1810283860474357,1.0,48.928144389058296,secondary,15m
MFI_only,atr,1.0,2905,0.49672977624784853,0.5798107361683049,-0.2193058830271752,-0.19899964253874017,-0.26973061210577126,-0.2558205734327125,-0.18165811874583448,1.0,47.76083986902364,secondary,15m
MFI_only,atr,2.0,2622,0.32799389778794813,0.3875481401646486,-0.22990377575189397,-0.19543681718815453,-0.3159333043269876,-0.2825214348328051,-0.17878539091826554,1.0,43.108062697617896,secondary,15m
MFI_only,spec,0.25,1431,0.7861635220125787,0.8704388748882824,-0.1186261390094756,-0.10883132988291055,-0.14865056812187255,-0.1484363727206637,-0.09267397591718572,1.0,23.535547313383272,secondary,15m
MFI_only,spec,0.5,1392,0.6688218390804598,0.7267438603026367,-0.1002701584050931,-0.10323207464027871,-0.09131592608716207,-0.13952030781297073,-0.06407410888546326,1.0,22.894117302745993,secondary,15m
MFI_only,spec,0.75,1361,0.5738427626745041,0.6244394178572115,-0.10220898523170752,-0.09621374097903013,-0.12035435467102402,-0.15098475936972872,-0.05480546915683777,1.0,22.384262678906104,secondary,15m
MFI_only,spec,1.0,1322,0.4939485627836611,0.5473433695214303,-0.12049037439043381,-0.12449782928324289,-0.10849222394096622,-0.17645216035930034,-0.066967276098328,1.0,21.742832668268825,secondary,15m
MFI_only,spec,2.0,1182,0.3197969543147208,0.3677416654551761,-0.15712819281654833,-0.17778631503574435,-0.09529340806584671,-0.24036844469649846,-0.07677643616751915,1.0,19.440263399314485,secondary,15m
RSI_only,atr,0.25,4777,0.7994557253506385,0.9252822205789425,-0.21748857746675548,-0.20256408027520817,-0.25467981352376173,-0.23653877739812543,-0.19937307902713175,1.0,78.46935030185837,secondary,15m
RSI_only,atr,0.5,4594,0.6667392250761863,0.7719409753370812,-0.2186235157021279,-0.21172873336908696,-0.2356521699536716,-0.24307789447016132,-0.19551520316487708,1.0,75.46330234179136,secondary,15m
RSI_only,atr,0.75,4408,0.573049001814882,0.6623163739388315,-0.21665855523957722,-0.2071088011363698,-0.24043842590829245,-0.2444649532743226,-0.18871286806040266,1.0,72.40797490696916,secondary,15m
RSI_only,atr,1.0,4225,0.5027218934911243,0.5797798806038373,-0.2135353102831459,-0.20507416150114094,-0.23464269219094322,-0.2448855571198623,-0.17922735960236647,1.0,69.40192694690215,secondary,15m
RSI_only,atr,2.0,3558,0.3246205733558179,0.38707761713506383,-0.24127048165966228,-0.22840117999203494,-0.27281337721164517,-0.28714777112797957,-0.19299116145038173,1.0,58.4454570596634,secondary,15m
RSI_only,spec,0.25,2195,0.7945330296127563,0.867954144730089,-0.10588544914264611,-0.10284626679017547,-0.11618827731752163,-0.12672140126261747,-0.08607630429717254,1.0,36.096527273648135,secondary,15m
RSI_only,spec,0.5,2093,0.6774964166268514,0.7246385193404193,-0.08486097521852587,-0.08845858821788895,-0.07260636925437956,-0.11251683773816114,-0.057871796789585,1.0,34.41914878530549,secondary,15m
RSI_only,spec,0.75,1988,0.5824949698189135,0.6224629328690024,-0.08436152509489327,-0.09048660865089883,-0.06395792431682679,-0.12016441784375359,-0.04787036693366669,1.0,32.692435635541,secondary,15m
RSI_only,spec,1.0,1897,0.5144965735371639,0.5455869447869403,-0.07656305493917834,-0.08753965132953402,-0.039450498090493134,-0.1220279830879448,-0.03225179252262823,0.99975,31.19595090574511,secondary,15m
RSI_only,spec,2.0,1572,0.31615776081424934,0.3668398181240961,-0.16603765452811464,-0.17061099250626194,-0.14983270550728084,-0.23351183989708316,-0.10060894129538664,1.0,25.8513625850455,secondary,15m
WT+MFI,atr,0.25,908,0.802863436123348,0.9146714860166313,-0.18695918524282218,-0.17817858282558097,-0.20557647627869105,-0.22070143824628208,-0.15347596237160394,1.0,14.961594613948924,secondary,15m
WT+MFI,atr,0.5,889,0.6782902137232846,0.7633288778796392,-0.17495502182564793,-0.17706128595998652,-0.17051419219975222,-0.22310995782333906,-0.12640073458989481,1.0,14.648521598899332,secondary,15m
WT+MFI,atr,0.75,875,0.5862857142857143,0.6555925159440481,-0.16883139854675452,-0.15156566542910324,-0.20571447000955087,-0.22713524317761635,-0.1104238698167639,1.0,14.417836219389107,secondary,15m
WT+MFI,atr,1.0,859,0.5168800931315483,0.5743498386920235,-0.16306877253942842,-0.1440543001765173,-0.20366536499308904,-0.22846601937655817,-0.10171434472298424,1.0,14.154195785663134,secondary,15m
WT+MFI,atr,2.0,838,0.33890214797136037,0.3851335795758814,-0.186140730118565,-0.17136850942640328,-0.21721710550059412,-0.2858055970917999,-0.08579493216733287,1.0,13.808167716397795,secondary,15m
WT+MFI,spec,0.25,494,0.805668016194332,0.8719654009155505,-0.09591359539779859,-0.08531383390854572,-0.12654440222107255,-0.13429323367537158,-0.05946054844126844,1.0,8.139898391289393,secondary,15m
WT+MFI,spec,0.5,485,0.6762886597938145,0.7280552702950205,-0.09074704300088994,-0.08599232015074457,-0.10444064480930865,-0.15263530604741168,-0.02342596152785316,0.99825,7.991600647318533,secondary,15m
WT+MFI,spec,0.75,477,0.5870020964360587,0.6255392090778578,-0.08122087205756483,-0.06414801698684167,-0.12982343528309126,-0.16371045754674457,0.005034275660832759,0.9675,7.859780430455547,secondary,15m
WT+MFI,spec,1.0,475,0.5052631578947369,0.5486585655036754,-0.10073544801194442,-0.11648145330100763,-0.0561640943308058,-0.19213432206031983,-0.007017050734266939,0.98025,7.826825376239801,secondary,15m
WT+MFI,spec,2.0,463,0.35205183585313177,0.36907320040173025,-0.064597025022268,-0.06692929314614135,-0.05793062530153003,-0.1907014480853352,0.06576902368485864,0.83275,7.629095050945321,secondary,15m
WT+RSI,atr,0.25,1802,0.7941176470588235,0.9130754811774973,-0.1963341232139169,-0.1829925413693276,-0.22584731941558422,-0.2211777048351611,-0.17141113364312102,1.0,29.677443148835923,secondary,15m
WT+RSI,atr,0.5,1756,0.673120728929385,0.7619838265972216,-0.181027001860944,-0.17642745935303064,-0.19135684316799526,-0.2131544185364225,-0.14956321499101283,1.0,28.919861359242997,secondary,15m
WT+RSI,atr,0.75,1726,0.5718424101969872,0.6544869841591778,-0.1925253093783403,-0.18540386353700442,-0.20881646453156766,-0.23118301392475127,-0.15212275086099528,1.0,28.425786279073698,secondary,15m
WT+RSI,atr,1.0,1685,0.5026706231454006,0.5734443775697863,-0.1898107526663095,-0.17256210573041347,-0.22955028237156022,-0.2365662711494084,-0.14174250674878444,1.0,27.750550336175657,secondary,15m
WT+RSI,atr,2.0,1600,0.31875,0.38402314690166256,-0.24119743013585274,-0.25347651185559056,-0.2125462394564647,-0.3048562694093509,-0.17085719115590023,1.0,26.35067094236264,secondary,15m
WT+RSI,spec,0.25,943,0.7857900318133616,0.8680795201019424,-0.11690426904455983,-0.11749441098698382,-0.11489392569863889,-0.14717876145892114,-0.08498682465456876,1.0,15.548565818428031,secondary,15m
WT+RSI,spec,0.5,924,0.6699134199134199,0.72474725024026,-0.09637829833110684,-0.09849868219463376,-0.08903378031106432,-0.1382695032215553,-0.04959335008835348,1.0,15.23777947077048,secondary,15m
WT+RSI,spec,0.75,898,0.5634743875278396,0.6230161269656624,-0.11840062614473056,-0.11709350111527313,-0.12293329353543628,-0.1684968011966449,-0.06207574773839463,1.0,14.809010784363519,secondary,15m
WT+RSI,spec,1.0,890,0.4887640449438202,0.5462813203265368,-0.1293503282479459,-0.14113608973814268,-0.08815968708018747,-0.18883334546275557,-0.06509152700254499,1.0,14.677081957776762,secondary,15m
WT+RSI,spec,2.0,843,0.30604982206405695,0.36702769836567334,-0.19705653506998944,-0.22781013319581306,-0.08691185482587116,-0.2763507014452122,-0.10739054818133094,1.0,13.902000101579562,secondary,15m
WT_only,atr,0.25,2396,0.7904841402337228,0.915484160830314,-0.20668244736470515,-0.19716103859126363,-0.2290231830342327,-0.22711752455995837,-0.18492839821911755,1.0,39.38178210248046,secondary,15m
WT_only,atr,0.5,2348,0.6724872231686542,0.7640835078157359,-0.18795004009630725,-0.18189316257446556,-0.202151778559201,-0.2161182147003896,-0.16068911625753227,1.0,38.59283154283143,secondary,15m
WT_only,atr,0.75,2316,0.5738341968911918,0.6559948780368808,-0.19426535344797585,-0.1920174580770861,-0.1995299049443021,-0.2284479593286913,-0.15706918601623981,1.0,38.06686450306542,secondary,15m
WT_only,atr,1.0,2279,0.5015357612988153,0.5748856370235202,-0.19735228634623617,-0.18249748363020024,-0.23235623972717503,-0.2391283212911446,-0.15390692801693295,1.0,37.458715113335955,secondary,15m
WT_only,atr,2.0,2150,0.3167441860465116,0.38493373006581616,-0.25252294575882855,-0.27721153596782877,-0.19466026232964767,-0.3097372801999099,-0.19267236138462765,1.0,35.33841048427921,secondary,15m
WT_only,spec,0.25,1207,0.7845898922949461,0.8692609024039794,-0.11948177540763591,-0.12160914682785375,-0.11233933706538848,-0.1456188249820885,-0.09140671759877805,1.0,19.873359289163346,secondary,15m
WT_only,spec,0.5,1184,0.6621621621621622,0.7259470470394386,-0.10944808627959825,-0.11261375581190201,-0.09883378255363853,-0.14641260347425117,-0.0704515744267706,1.0,19.4946623018802,secondary,15m
WT_only,spec,0.75,1160,0.5637931034482758,0.6237751074536043,-0.11877535632832291,-0.11732641739456144,-0.12369296725502844,-0.16393383288850508,-0.06817180368503231,1.0,19.09950022819344,secondary,15m
WT_only,spec,1.0,1144,0.49213286713286714,0.5470316909934502,-0.12353396770964774,-0.1318485892199195,-0.09540442443926471,-0.17549653994763917,-0.06686669653312156,1.0,18.8360588457356,secondary,15m
WT_only,spec,2.0,1047,0.3078393881453155,0.3678024461981883,-0.19159011316513808,-0.21133656172375934,-0.11985633322430585,-0.26372068338220545,-0.11310873247863375,1.0,17.23894546458494,secondary,15m
