label,risk,heat,fills,total,cagr,maxDD,mean_mo,med_mo,worst_mo,pos_mo,ge10,n_mo,breach,breach_dt,survived
IS_k24,0.005,0.06,148,0.767711268821407,10984403935.17836,0.07881296842439085,0.767711268821407,0.767711268821407,0.767711268821407,1.0,1.0,1,daily_loss,2021-01-11 14:03:00+00:00,False
IS_k24,0.0075,0.01,298,0.5612270798550019,1.818940349977026,0.12591421847440942,0.08152463708774639,0.13446365711071084,-0.0846559467214184,0.6666666666666666,0.6666666666666666,6,daily_loss,2021-06-08 15:16:00+00:00,False
IS_k24,0.0075,0.02,42,0.16029967234979203,416.3233803267941,0.0597050222753775,0.16029967234979203,0.16029967234979203,0.16029967234979203,1.0,1.0,1,daily_loss,2021-01-11 14:11:00+00:00,False
IS_k24,0.0075,0.03,21,0.19750995389052695,197572495851795.62,0.030278542748217643,0.19750995389052695,0.19750995389052695,0.19750995389052695,1.0,1.0,1,daily_loss,2021-01-04 10:17:00+00:00,False
IS_k24,0.0075,0.06,37,0.48648711435111003,2.7601317415807723e+31,0.0302785427482177,0.48648711435111003,0.48648711435111003,0.48648711435111003,1.0,1.0,1,daily_loss,2021-01-04 10:17:00+00:00,False
IS_k24,0.01,0.01,22,0.06255134156149289,10.731883656670131,0.04980175790251705,0.06255134156149289,0.06255134156149289,0.06255134156149289,1.0,0.0,1,daily_loss,2021-01-11 16:34:00+00:00,False
IS_k24,0.01,0.02,37,0.21136604641856627,2395.5868834267867,0.06943464353884986,0.21136604641856627,0.21136604641856627,0.21136604641856627,1.0,1.0,1,daily_loss,2021-01-11 14:03:00+00:00,False
IS_k24,0.01,0.06,27,0.4542947069143126,5.062893981988522e+29,0.030279392760081767,0.4542947069143126,0.4542947069143126,0.4542947069143126,1.0,1.0,1,daily_loss,2021-01-04 09:40:00+00:00,False
IS_k40,0.001,0.01,9453,5.788347169537628,1.9142632034800005,0.08666995255213768,0.09323023544277298,0.09545619401544703,-0.05704766644044412,0.8636363636363636,0.5,22,daily_loss,2022-10-18 00:24:00+00:00,False
IS_k40,0.001,0.02,275,0.19961977486782678,1612.813793897552,0.043828849914536706,0.19961977486782678,0.19961977486782678,0.19961977486782678,1.0,1.0,1,daily_loss,2021-01-11 14:14:00+00:00,False
IS_k40,0.001,0.03,339,0.27314496742082706,18041.3480832501,0.0446751480762535,0.27314496742082706,0.27314496742082706,0.27314496742082706,1.0,1.0,1,daily_loss,2021-01-11 14:12:00+00:00,False
IS_k40,0.001,0.06,413,0.38538313093125653,556387.6285397629,0.04627915727115899,0.38538313093125653,0.38538313093125653,0.38538313093125653,1.0,1.0,1,daily_loss,2021-01-11 14:12:00+00:00,False
IS_k40,0.002,0.01,1165,0.929890260247541,4.698103629826204,0.06532687805520282,0.1452050652995406,0.2186947959490062,0.002510033492853614,1.0,0.6,5,daily_loss,2021-05-20 00:51:00+00:00,False
